"gene_symbol","Interneurons_pr","Oligodendrocytes_pr","Medium.spiny.neurons_pr","Endothelial.cells_pr","Astrocytes_pr","Excitatory.neurons_pr","Microglia_pr","OPCs_pr"
"Abcb6",346.462819914532,134.159134136596,351.776706238488,210.68650716889,73.849634385542,367.101793261249,110.037420723546,176.685628256699
"Abcb7",4920.62692109295,6172.5649424475,6463.78417660373,5201.71510779202,5378.71708311284,4094.89368681263,9500.73659690625,5695.45697584439
"Abcb8",2509.26186598857,4312.70353770644,2858.20075138399,1486.47891788779,2894.08090012509,2304.53365127701,1358.41255960307,2978.0072308665
"Abcb9",1173.32207633509,257.796276431145,1807.27072046166,562.2863383,1154.641241036,1136.14452171466,132.311588450279,110.217447972205
"Abcc1",13.109982776731,11.4667458007012,17.2231289270301,11.6378760137078,9.4235425923139,14.8546454904377,13.2880717822352,17.5605963794717
"Abcc4",123.295145527953,31.7869066699141,414.446363936238,3946.18874468104,626.426960712501,382.055089808308,737.25146393251,591.862558975006
"Abcc8",377.330858205092,52.4616894870872,359.4606398,111.285141184903,33.0452463448798,720.242863029251,97.4241271262471,30.8747155553068
"Abcd2",821.499569019893,185.334642666613,688.818730961004,280.345436277458,2901.29636602524,530.351112593128,2692.77789434742,112.391811416058
"Abcd3",2697.5848325487,1814.4783827607,2556.14782044449,7585.11342618443,5837.52672533732,1907.94592197786,3075.15982918803,4922.68690260072
"Abce1",8639.99120908925,7852.69078268612,9006.13872051954,6217.02256267888,6378.16942916773,8138.861117,7292.65878173976,11734.4562872765
"Abcf1",4111.28272669664,4733.18914195038,4329.37540002306,6540.05350720261,3852.84212257967,3893.13520338061,6305.618299,5223.91338735303
"Abcf2",2572.125779,2425.18371021964,2381.90895413928,3071.93036426374,2120.47041859332,2424.11482284372,2536.00165691384,2281.19345249439
"Abcf3",3963.2394944008,2709.98628010343,2485.1476,3361.51542183539,2482.46166325467,3375.88622432976,3959.13325076086,2059.09510290078
"Abcg1",386.302559637462,1201.80268590034,578.144000705817,199.293520909038,104.167167176475,371.479798045499,788.16375712288,1056.85904498005
"Abcg2",415.715560397411,643.443468998473,80.3367210306221,24512.2517,164.110949401036,799.118089734282,3306.86986708029,4125.25262610529
"Abcg4",190.734187978836,26.0105202896083,92.1315567504819,41.9685967550425,45.3093047347223,118.925375725778,24.512608313785,95.2221588636157
"Abhd10",4745.58580855599,5787.83000691119,5189.524691,4353.85593707947,8403.63258182142,5017.19247315175,3407.91677744943,6849.48455149776
"Abhd11",2641.75724906791,1144.10467926886,1972.44205636826,2348.3096048612,4449.16798742987,2409.87592017707,3144.19038113579,2241.22923095617
"Abhd12",6301.38896243758,5844.34378988848,5519.32920635656,4383.873841,5847.32127161393,5944.30100765278,26912.0568071216,12151.1135772744
"Abhd14b",2337.30979689857,2850.73470785271,866.160247122719,2515.25649321486,7818.300174,1499.32414411372,833.937227988394,1053.92172300534
"Abhd16a",4200.27543413394,4510.80885404878,3100.80933234356,4346.83791227981,3002.49176138769,4470.75006685276,3218.03047805297,4894.94714863687
"Abhd17a",888.146387910979,1099.99025192079,741.839535651922,1187.49504696718,1057.75626045078,934.642262999834,1182.05687406339,864.698787457817
"Abhd17b",339.227370752666,2599.189717208,226.51133880785,452.994083486144,754.283182387744,285.109692741066,366.71791631788,1937.10647123039
"Abhd17c",505.150364951095,260.256394315253,543.9419995,532.795398298345,413.23236844602,509.249674702736,782.621669564357,506.032544472962
"Abhd3",584.099099673003,642.381721402733,338.789997747505,328.895918717764,4133.70077854035,364.45126253268,324.334017822672,1247.86684505795
"Abhd4",278.849860484371,606.607094252619,278.95494573726,454.377309342443,980.514197153984,276.6534966,467.205370433023,517.857176848539
"Abhd6",2781.65000376051,1685.61651389029,1733.38994296248,1273.04986244371,3296.337138074,2251.95858159458,4050.99075304061,2023.10675924128
"Abhd8",56.4887307721322,18.4367708275974,46.9670951911057,40.9154683799165,37.404203504655,50.8052213499,24.7337110404492,18.673800114819
"Abi1",2199.41871550006,2688.04649807313,3875.92262335009,3648.92174206476,7283.54075254511,2441.52287083604,6875.72524899182,3553.09879320617
"Abi2",4804.27662188284,2817.9024394919,8441.2781166973,4023.06517998795,2930.5463317409,7535.06847558268,2190.95427011124,4679.4372339758
"Abl1",131.621854562971,673.095586009928,160.224019056462,409.844305163371,118.910048973419,120.549702404513,769.4100082,266.977810535767
"Abl2",1053.389532614,832.832257739054,1874.37737603584,1078.39293889218,1402.993593,1394.27167559425,1208.86065793678,825.363325006754
"Ablim1",12228.721185253,1169.74853476627,4645.23495110774,24900.3632755274,8403.40978181687,14280.7335436064,3426.03775261374,733.049596877253
"Ablim2",1582.50279852224,2462.49359377055,6082.56497800898,718.358557087586,199.282562380693,2626.29768481632,281.677947406535,352.883975046401
"Ablim3",2105.49667625991,84.6013353322222,597.755923907431,1450.69726008157,66.2793126302466,1351.50375267203,54.9459661772092,628.737384646861
"Abr",9746.86394007022,1503.12934065232,7043.20625459907,4481.09868659111,19247.916752214,10602.9958174774,6243.54035726962,4026.23115542831
"Abraxas2",3864.67593529066,2568.60155034088,3265.94538218991,2347.75388789476,2364.89074552072,3643.54420418127,5597.1922187396,3043.42168798698
"Abtb2",33.3186630472151,45.41649288,2.23075838051605,24.9694777590473,75.4979393797854,2.54849825864014,6.07904781382268,286.476144729099
"Acaa1a",4586.37087472782,9123.53900142805,4795.04437250605,4391.24725693056,5837.88710284467,5040.33590777939,4369.51393387663,4005.67219806012
"Acaa2",15795.3310429475,9549.504019,17803.669279832,61283.2376656756,64894.7217835821,6030.26618399503,33075.72918,10267.673292776
"Acaca",6073.772221,19121.533581328,3981.78615540315,3876.41447918975,8261.66636408364,5514.53329342859,1915.22492300918,8141.32712973556
"Acacb",549.265914275692,0.000290387,255.663039503228,9154.00506152715,9406.42338132097,202.760173068696,0.001399859,976.618304191497
"Acad11",75.9340785432722,59.6687868657162,87.513119,77.05005126,94.9060106012354,95.49274218,119.888494646816,74.25591243
"Acad12",877.601075141317,1724.592875,329.4524125,2545.20772953531,3482.22802444851,961.795138755831,5711.1604272362,2074.10921005964
"Acad8",4286.78575934168,4892.4755475227,4698.270939,5787.76910961256,5445.125639,3922.93055382788,6553.1107652008,6021.73861075875
"Acad9",12707.2782507307,7781.73588709304,6885.34944154823,7500.237305,9188.6568253084,10729.9463270176,9880.51903275635,10152.0206389394
"Acadl",7034.74233430437,36769.9470286401,1117.99363748373,50049.28773,50837.0706604197,1681.76387284842,19505.1046270482,25590.1975414223
"Acadm",5727.48451702197,6242.00158550565,4990.090498,19151.82493,14203.2893915493,4680.99606486962,13816.3535005315,8412.0289726895
"Acads",3318.57616552628,3077.27637941807,1022.72411391319,7268.40947217949,15151.3493194277,1707.7238173459,25847.3776959163,12260.6312741536
"Acadsb",9422.31155637104,3931.44147136395,3236.89279746356,6727.3891695955,7369.58404436403,5754.53398096847,4073.99952025179,7403.63648887911
"Acadvl",11295.5554569144,7085.07209931788,4326.87516896533,5094.63518130149,7521.37487246157,7058.99336595659,3971.06218754864,6730.77339660146
"Acan",19526.6335139178,694.190183113528,2461.97597259285,8169.07385167579,0.005952205,1656.94504652134,0.008887539,127592.86387111
"Acap2",2950.88601078329,3487.56497160779,5517.90301786581,2581.09579011129,2453.92830946376,4726.49536896672,4503.19245181913,1756.5355139274
"Acap3",1629.84740241362,1542.09828328914,1959.04106449591,1306.82494892357,1344.99405081871,2349.8408778258,723.19579131657,6115.65046799189
"Acat1",26539.749571561,14222.6090065784,21949.2908822165,17783.3870857702,22469.8529329748,22263.94614943,11442.8866023199,16506.9105158039
"Acat2",3877.77316584073,4384.03126594654,5412.69244370785,3216.34696369096,5966.60474576471,5044.130842,3068.5436566215,7424.30175306413
"Acat3",4.41908388888654,12.6746483914381,7.39584283474671,23.456590621167,804.273779787668,6.18951584220624,18.3039347880985,2.59007082030233e-05
"Acbd3",3152.58029866449,2829.36889256646,2378.40014883791,4575.18368386764,3489.72541953515,2658.0861181064,6905.30532166496,3182.01153922267
"Acbd5",1957.12388146318,1711.79650973509,1637.4796483965,1391.06272329457,2226.31178390182,1252.70717928702,1840.68272456586,2382.78258184024
"Acbd6",4677.48199736376,2888.1938169033,4608.29333713695,3328.53008153087,2487.28395891367,4278.399346,3292.88435636266,2767.18267032507
"Acbd7",662.541582105047,0.001621973,0.0024526,0.013080535,0.005236578,665.983921128856,0.007819,0.009192763
"Ace",4808.74068142378,1037.525905,4708.006219,19831.7150597252,507.294322289776,1562.20276411467,2261.17069776726,3083.97519747525
"Ace2",0.000315806,0.000170181,0.000257333,7090.8723273073,0.000549434,4.6895315123724,0.000820388,0.000964527
"Ache",4101.84254872507,449.621819661597,1450.07371242848,695.700813623954,272.039730106851,1518.04447499754,799.017630787186,2711.51878938737
"Acin1",6410.138066267,5419.398615,5121.434521,6259.56947252787,5697.17493928204,6514.16184119764,7799.13166450522,6707.19223944107
"Acly",11101.2298302442,15187.3485785841,10291.7734051897,6672.52853485859,28878.8535207142,11412.6099420404,20745.4089364891,15707.9448963039
"Aco1",10933.4693360061,12759.6198725855,9320.99751943208,18405.8235979408,18231.5142754044,11215.0387114127,11672.2614226445,17462.2698427933
"Aco2",34396.2909353552,18031.5151796308,33985.0573103865,29442.2404555288,40694.1588714566,29683.4420245707,16694.3806646468,22680.8634125158
"Acot1",207.697668044091,3415.25295263294,91.7098458053913,733.412867025487,3019.44119361166,377.673415036364,534.161085594968,1805.04931641976
"Acot11",1576.25218505226,3935.48587956232,700.912143269032,11535.0521487041,143177.284649418,841.139991134255,3711.1947686952,1915.94417865722
"Acot13",9300.91803545246,6507.87743278206,7254.59190259833,9894.63881159593,10036.3942195869,7480.51896045088,8117.90292862408,7314.98336163362
"Acot2",1525.16082838478,12007.3409387123,1639.84057515043,4281.13759437515,8315.30665016835,4161.37083020218,3540.91281219032,12432.9147445078
"Acot7",26298.2841612279,23133.458734047,12878.4541215576,9325.27525298476,8268.20548980986,18385.9418787263,7521.98974997167,9413.03473080169
"Acot8",501.735941762255,431.761079832914,424.186096129108,505.847669858347,374.925740580887,466.653384979832,504.269312660721,599.192110704958
"Acot9",14724.5149478843,15912.3453378413,8129.71600919006,18694.6657864571,13222.15683,12766.4891848041,8929.515549,12828.4233661696
"Acox1",3156.73249394547,5229.24149807263,2902.98027207063,3420.61884657897,5608.14037960533,2747.49741417809,3036.837888,3973.86793171492
"Acox3",1818.28277743096,1614.27764522534,849.770819415205,1782.14347165718,1758.67099753354,1217.20538445565,8374.0235198954,1912.74830152764
"Acp1",2013.53365092105,2355.86823533357,2009.28682104313,2127.18279354978,1440.46049140152,1974.22915129909,1776.65628481008,2200.23549284412
"Acp2",2544.54002667662,1558.75105132649,1545.47698822947,2389.93008123129,1863.49081061403,1798.56412083337,5639.08540057585,3143.94909120803
"Acp6",3732.80809461238,3911.69810220771,4538.62704139692,2988.37172681049,4516.78367914675,3316.98996527382,3807.07572411933,5938.65806047418
"Acsbg1",1972.3440663072,4429.46932599252,1619.26670116381,9826.93239300258,277482.298874688,1436.11953161542,6434.83464741051,7647.09658719536
"Acsf2",1450.24631519679,5936.84011716201,1310.28751596611,50175.9647770268,98500.8777720113,661.391674735416,30778.4518079578,0.0147351948122935
"Acsf3",3494.40682699628,833.815049132271,3857.46345513996,1706.36395709913,2155.45944593399,3488.46271417613,711.278419350078,1171.30253001474
"Acsl1",12523.8764429815,10124.4800623022,7752.2717313769,13728.1800248932,2403.93705615318,8362.81328086468,6863.53467317312,3825.11343548674
"Acsl3",5948.67285856966,7767.42956766247,3109.60630822856,6153.99850603128,53013.7462651123,3889.23433506577,2685.318184,6593.43326018622
"Acsl4",3915.36923283795,1963.85218286526,2195.6592605262,2291.36000005097,2143.38419390419,3831.16018712619,5111.168175,1477.1518412145
"Acsl5",2808.90961513255,1125.44428865972,1645.65365608931,2674.17601330589,945.9195696,3947.98439353215,4772.81988602481,2665.7551971302
"Acsl6",14031.6606832453,3263.34478813306,6338.14337884096,5880.11105131069,65100.9687540516,8301.3975553796,3127.25481432551,6948.0011411074
"Acss1",4042.15664436852,1569.06136270765,645.386892513901,1966.60946481812,39246.0795793029,2077.8764804617,27930.5671954828,19660.9227602499
"Acss2",4957.10312606118,4130.93082291684,2076.54315674583,1835.7580392369,12443.2240729249,3187.82076905089,694.696140632054,3255.57377352756
"Acta2",0.131800328343075,0.071024408,0.107396673798302,5908325.03536273,56053.4417576058,5092.94518527853,0.342385410863828,0.402540973533901
"Actb",13229.6408355644,36065.3976850135,18834.3322642452,39381.1293257458,15635.1493032695,13823.2573637126,28089.1640788544,23944.3858637306
"Actbl2",0.257359442884285,42917.9216281113,0.209707733537741,1.118441246,56848.3267598248,2017.01257326865,0.668557656110358,0.78602020183985
"Actl6a",1085.59140555524,1516.97049589964,977.917451108362,977.234080682863,1228.80009785584,1211.26605863187,1300.7224666505,1439.5510566931
"Actl6b",1770.19847404808,216.666448107817,3030.33065927239,236.195821521944,201.902873119116,2426.45568826654,320.150416715239,310.907168145083
"Actn1",4981.08039608658,3390.63844343367,26388.2148478226,7082.52682227914,1703.47261768344,13234.3210429962,4358.34583254302,3203.80503618048
"Actn2",5329.56777,1127.18135173948,54595.1215088199,7184.64424789312,767.028269011742,4087.97184543022,1652.79452937221,686.365053228285
"Actn4",6738.73177958003,17286.4961499229,9305.48747752637,15061.9077089389,6782.58750277018,13207.0115717476,5880.5534028446,7894.89615321049
"Actr10",7596.82512535736,8512.708017,6659.001515,8317.516741,7155.14114005515,6967.187096,5940.23122022827,6809.0100423924
"Actr1a",17454.2608923494,22568.0674484457,12918.300334496,17953.8253224235,14373.3496855068,13880.3674692338,16720.586558081,15330.3285373497
"Actr1b",3868.51832487174,1485.411461652,2570.65674421891,1634.8875310618,1352.24062326806,4232.30201951103,1883.81205727579,2512.39395641513
"Actr2",20983.6373259563,13833.5202676556,20916.1274437172,17845.9638194114,10713.2832965875,22181.8590556397,37952.5066442071,15088.8034712066
"Actr3",3906.87684036932,5659.82954878521,6167.71973553144,8775.09718224147,4087.23097827585,4677.65645942408,15656.5095684663,4862.61718776385
"Actr3b",4581.075580691,2430.658787,11877.1140667755,4013.58029346794,10686.9872949313,9767.79140530876,2978.68853738733,3001.82616873534
"Actr5",54.6282251933918,44.0968885622049,52.25149439,31.8236758046546,38.9893426578564,42.5941245042703,37.83228697,35.6863212070938
"Acvr1b",127.403431771576,70.2321390411999,136.862313161438,119.356846275341,72.8672737337577,152.659805521593,88.7394964883133,105.331105712518
"Acy1",942.053026048061,8891.816286,11766.7913531526,2692.8537165936,10392.8576192972,1449.51557759097,5140.86827320378,3481.95292966768
"Acyp1",2650.10199764442,2315.59701010065,2303.122566,4699.35685771353,2030.30621020957,2941.22373184744,1992.55015975157,999.296533098793
"Acyp2",2504.47532651788,4599.33829984473,1973.57054446394,971.53904583782,2451.31536443316,1564.24610767897,668.720219183841,2604.8041385254
"Adal",1402.03407860796,949.8416395234,985.5665158,727.377651924799,1025.58236637583,1098.27654092426,929.8215228,1486.14630370624
"Adam10",4425.867845,9149.49072077716,3012.94587135845,8590.358693,4509.70144021341,4718.67582764944,14126.7115728594,7568.08304980537
"Adam11",3277.35023504376,1169.75995927809,1949.93826888512,942.355130388987,2281.66961524619,5442.75931242342,847.186181259055,4534.82310569813
"Adam15",75.9996456936963,49.7070152890682,57.5075831044727,48.0021924629349,28.3910798887257,62.0290559020482,98.6943847787503,31.0811785434665
"Adam17",496.022179615243,920.525737026117,476.234838942601,691.3541353,701.100921288719,449.824388132168,2608.80529412152,1322.13176678981
"Adam22",17555.8801004263,9451.882326,16341.1747432212,5865.56790291248,3781.41575397415,15863.3451252492,4240.04559029139,11292.394460089
"Adam23",6162.62104785538,2153.85426460737,12690.2839708138,1956.15036876805,8420.65549360683,5792.20314499819,1454.85048668245,3996.93142438798
"Adam9",227.364089544174,415.078752383987,148.185043233893,351.288882760666,168.83356384399,251.001115940223,185.349289359524,688.484751590594
"Adap1",6925.7900943174,18671.5923751418,4425.89552625986,3496.00047156964,1396.66644350794,8849.156923,2015.43144091885,2068.23962718383
"Adap2",1.16280640275586,1.41790451971789,1.64123220768926,457.893155737662,4.94210868144462,0.696910572741272,4359.6274157465,23.4904934075866
