"gene_symbol","Interneurons_pr","Oligodendrocytes_pr","Medium.spiny.neurons_pr","Endothelial.cells_pr","Astrocytes_pr","Excitatory.neurons_pr","Microglia_pr","OPCs_pr"
"Clcn6",2573.91517532773,2464.66815589602,1463.37226966554,993.586668559703,2045.42543172042,1840.59076106246,1165.77402454242,2822.21629439267
"Clcn7",1406.7818722852,1187.35692879431,951.276518363656,993.351671332558,984.404191875104,1209.69814426704,1257.11363001622,1205.30296971799
"Cldn10",100.897530816371,414.785593929889,119.062242062193,471.340313402044,11226.1969362736,160.671861719973,295.415523911325,905.304185321785
"Cldn11",527.791313582797,54650.7103424708,520.417568519033,8444.33157417287,2004.93503019862,894.38338539997,2244.20966729917,3192.01680671264
"Cldn12",97.0393798,59.62017425,151.36345948763,102.320685640585,55.3608932935359,118.17097034752,44.9766348156025,109.830797180099
"Cldnd1",673.762395959607,1854.60235362638,369.989792205141,1192.436861,771.851007433233,702.771191548683,936.870852737646,1178.24581961515
"Clec16a",901.080896522571,350.5702402,832.93184691508,275.687405809065,331.259946073585,789.35515103644,386.249062199786,469.9900951
"Clec2l",4467.02229272381,852.38252318074,1497.47728516442,1025.38277879708,811.71616594586,2630.83781106654,1626.7170285363,2688.70313227033
"Clgn",5197.83677014524,1567.84294417025,2908.75015760131,1962.05023215222,520.30329632168,3444.90808650078,7584.42867470944,5973.13486091351
"Clic1",869.200782716907,906.548588987679,301.654685381085,38254.6924868936,4928.81001833504,516.204405176507,65442.9159316366,8150.057491
"Clic4",2541.06998569959,41639.1137150361,320.374455172844,69802.24625,7072.00563476287,1109.78035071823,2198.37761979125,4894.52397829781
"Clic5",37.2523877792127,2374.7584207586,59.858028921944,3718.20156907234,0.000520642,346.390948359252,0.000777397,262.759859104745
"Clic6",133.4727214,100.649089000915,8149.29294104993,1599.98632207276,873.543225772902,992.525751725307,0.000537138,260.328547744992
"Clint1",6547.74355296436,4169.02641170438,6616.66666697433,10740.6862541223,4845.75877633322,6061.02706649979,17466.9659860887,7976.51832280886
"Clip1",32198.6477217732,8030.22757200651,21094.6500894856,24459.0354550769,12841.4479835733,26695.5527336134,24935.5495901325,11273.4103776869
"Clip2",13886.3761558722,26766.7532538436,7104.057212957,7395.85571807831,11748.1156054579,16077.7470996748,18325.9907831635,27856.7475249779
"Clip3",2475.98016061832,2892.65804143924,1450.19772232107,1263.13050265728,1332.97150546953,1899.37724087278,984.920488986494,1792.165154
"Clip4",1054.22123471434,157.836118087375,2045.196157,689.680658538654,449.467945797425,587.680314741574,247.150021147075,582.221303397245
"Clk3",157.541958004597,124.076420206446,184.450229673665,112.805468878857,138.083510937475,197.306497239598,139.913065040607,83.7955848631993
"Clmn",733.508208,26727.7845112095,663.301576883102,4850.716896,25016.3061243243,1642.55257899615,487.18339003396,1340.6141471816
"Clmp",234.851361182738,22.7699403940436,127.59143744807,216.9039524,14.2072013080235,105.897121727821,58.579489808131,12.5149153380315
"Clns1a",1833.60143037515,1026.30097922595,1443.59816125541,893.5887549,1115.89887920798,1484.84259928538,1948.44869034431,1797.4667606602
"Clpb",4011.5036665781,3603.40910139151,5119.61981491531,3603.57279424997,3511.72022902339,4649.14909189236,1996.71366303204,4948.63597042443
"Clpp",4738.62541379345,3023.2345485452,2851.92475823065,3370.25628347341,3069.967784595,3491.77051827429,3107.56942920455,3934.3125823601
"Clptm1",2852.68486110273,2167.20401508068,2701.62382237994,1981.27727105564,2424.34699522698,2182.74926280457,2177.15578617841,3268.70945364683
"Clptm1l",121.0931086262,84.214475361084,128.610506616608,107.913465867785,83.2911651019368,112.75680429504,138.150225678359,140.121537074275
"Clpx",2654.25354218138,3557.194941,2963.76946493061,2579.5751996642,3334.67786248085,2307.96736709136,2469.75459387884,3245.99746214109
"Clstn1",6968.69966174294,3935.83415793403,5352.7258221697,4961.93079701454,3454.38068233617,8471.85045147663,3741.5873675418,5919.38932395315
"Clstn2",86.3004128277666,6.018989808,14.5516104663156,12.2525394640627,4.28513332891995,75.9143522260695,8.67308451185447,11.6330694691173
"Clstn3",3852.08323975876,468.270977600047,1631.501,649.577797293126,347.266915966185,1974.03864632916,603.743599728795,973.457544906432
"Clta",4695.02614369957,3777.9173305115,3979.52590433782,4837.23061240841,3474.17655316044,4184.95505830738,13217.3376438886,3748.72149376868
"Cltb",7428.30098128616,3842.08222779303,5180.28716571133,3952.42477057369,2266.43506866191,5833.79791160234,1996.03644040024,3519.68020166173
"Cltc",118404.626607239,94322.4645715076,126570.218705832,110069.196576442,87221.5090256449,100942.463620377,201771.630618027,73980.55181
"Clu",3273.89318411072,1793.75820270475,1180.11319719715,6508.21509252482,48322.0274850909,1872.43641424474,1429.24741876745,6477.6650834907
"Cluh",4643.07517883787,1928.17546429625,4199.78354814631,1769.32349010875,5705.4048971984,3694.15628510203,2013.99318473418,1999.26273534216
"Clvs1",2771.49713280773,175.736905805706,4910.74116960054,367.373417876739,122.919055269178,1982.77610088184,290.502501418824,128.335252987538
"Clvs2",1559.12945981255,268.069066030793,1411.0626246132,637.157765372279,131.893496533051,1674.3763561622,480.941029661243,507.994809908497
"Clybl",6765.99921585683,1673.71250334273,4393.09944137725,16139.9729521531,33456.9126320939,4881.10725948182,3116.71845930305,4965.658730622
"Cmas",9633.59483858168,8419.05649475934,8005.88995231767,9037.92211756313,5596.0907573229,8999.44806982286,13390.5703703606,6988.007721124
"Cmbl",864.66082655055,4648.61155184002,871.316279574821,31876.0497584424,12954.6255669264,2481.85822565423,1741.915793998,8375.024178
"Cmc1",1314.28803069517,1111.13011050967,894.984014257696,2013.55917363059,1022.192567,971.2242851,1696.92037088396,1411.66019308706
"Cmc2",485.566632293071,176.680033191376,179.952406215252,144.335066650281,242.301307947646,398.671679816872,78.16978703,226.21589068607
"Cmc4",1234.79309678557,1887.65603089186,1328.16130310561,1756.58104606804,1752.56301349856,1055.46787183086,1326.75733364164,995.952492308778
"Cmip",1325.10317521146,992.549902786055,1324.07054411816,1327.69042773815,747.562355992346,1840.54653329469,1689.8889078224,1066.6643771653
"Cmpk1",9409.61582,10209.4833618962,7441.85500437659,15382.4577892927,8005.55929755742,9365.239469,14400.0668469219,9635.934679
"Cmpk2",2724.936889,2525.46557717883,5675.04493011761,13984.0772777228,5618.77443833468,4507.59752016631,2519.44857567089,4997.98943873579
"Cmtm4",775.002450872625,351.235803968324,469.707580276943,585.400368919389,310.48762506891,1000.1348998424,807.152331832997,2114.77359656694
"Cmtm5",50.1321703642529,4088.25451580174,42.8798156714029,300.84939682014,2755.04216027011,72.1434326874564,196.694759944907,1214.43372873783
"Cmtm6",296.968435265442,500.864253186133,311.134700462687,1178.636969,615.880243266658,474.980521302856,5575.48064031359,516.595354460266
"Cmtr1",3238.70944114607,2115.75436760095,2313.4825929745,2384.41505821908,1912.46095099844,3205.49899015778,2030.17630644953,2596.75382405725
"Cnbp",800.696575256411,1149.57715958183,888.073033238161,1260.95798851062,1029.32949201168,766.8286554,1299.70917682552,901.391575186405
"Cndp2",13943.0257737849,14573.0654476895,10198.73530323,13052.8508207768,16977.6500488901,13473.1975570318,60083.9076102373,19115.5372250333
"Cnksr2",3144.88355084697,2583.91520626369,13703.9659780733,3457.4555474767,1535.97046354832,11315.5667874964,1565.50678430706,1954.56725234867
"Cnn1",0.005318849,0.002866215,804.6504197,0.0231148297469791,0.009253643,475.378695594022,0.0138170837839975,0.0162446826918741
"Cnn2",54.9395324067188,0.00010458,44.8977478811403,14177.5091922629,224.865277094991,33.5737357296616,1994.81035378339,915.538312007955
"Cnn3",3527.8553183226,15515.5756645007,5273.63900758574,30333.1654135385,47407.3590021996,2535.66771466705,2668.66733838387,31429.5513235007
"Cnnm1",5955.06935732797,920.7505874,4541.374929,1260.68050526272,463.852482321843,4218.79097538923,508.259986502448,921.113895504769
"Cnnm2",1847.91984455858,839.208433722933,2114.67103721126,1662.49845995592,1331.76822573317,1457.42566185402,963.6225171,1197.63887516936
"Cnnm3",906.01115709014,1039.13647604797,845.394702112752,984.734650469458,1265.80160702303,1149.2415533694,727.009655361399,1116.52848526494
"Cnnm4",819.0287853,484.362707024627,955.178569777752,1022.99620242491,944.285474654392,1015.93038339752,577.293195104638,1540.62466595621
"Cnot1",4710.09924167731,4852.25243446725,5677.40326893402,4062.97342554192,4142.65836111991,4813.235306,5719.44455033866,4915.73283803892
"Cnot10",1017.69887215311,891.998347066474,964.63525293942,724.105387411446,493.07364571127,941.577151208285,874.737923728612,1181.03690467251
"Cnot11",315.270642011974,327.883333997243,335.708703692646,205.160733464155,355.138970134164,300.271717138187,195.725766328915,272.527707709308
"Cnot2",859.29042922191,780.597523674366,822.695037214388,701.6981937,675.969280567357,812.6322223,1522.47905935161,932.079193625804
"Cnot3",916.967772877692,973.945288511506,1053.50557616149,816.919543397168,784.042571176111,1002.6383184468,1532.96069517574,994.955873380965
"Cnot4",521.026362283333,538.82806189289,567.133361423825,561.133326095181,632.556696125959,582.540001999831,769.3517713,636.1439011
"Cnot9",1224.66026175529,1028.13601945278,965.4631395,1007.4417950332,809.13793968684,1016.16827256664,943.352162467066,1362.02762802448
"Cnp",9211.28131263279,415643.3781,10847.86241,31482.0638409271,33715.2812117623,10652.7387009424,31067.46312,38409.0261863124
"Cnpy2",1986.60365657769,2375.47982879472,1511.17526261343,3135.93985329632,2242.62463125292,1592.22104649862,3063.10488903808,4060.29600527278
"Cnpy3",1510.79190529207,1440.49146507574,1207.02416837447,1733.57772122609,1804.47991945338,1629.24901308279,3280.80857113779,2041.90308297656
"Cnpy4",1494.3298848494,2086.82445699524,789.180745219614,3913.75953390186,1519.81512207283,1266.82826837769,747.189825874033,2985.56323974913
"Cnr1",7448.09727989186,595.380596520981,5721.90012184824,925.627732526619,679.786745356596,1376.75140839932,687.588395892334,1014.68575148074
"Cnrip1",12427.2575716116,6193.597648,4809.35013067834,5123.81247357352,6711.85913159649,13731.5875713705,6882.77219714112,12218.4034485842
"Cnst",1365.44778790669,1589.23714587726,4524.52286406044,2344.60157651416,1279.6004118859,1771.55402553477,2092.9753068096,1997.50438884109
"Cntfr",2361.1039335431,1152.39107524797,1645.51648003745,2916.71976582909,4934.89720170415,3067.49788488859,759.412414942422,2989.00078577411
"Cntn1",66692.3759071529,23346.5034993144,49315.3623336163,20106.5274734526,35103.7191724488,56397.6651048237,20441.3114429893,225768.427490054
"Cntn2",4068.65374017687,44156.968508796,1949.30545558866,1415.99665376464,1535.8767577671,3630.00993127366,1230.1436288025,1730.1535859027
"Cntn3",726.793475287703,330.8474289,675.124396130043,333.877219101237,124.10164213194,852.461052295113,173.021095733834,190.196302029831
"Cntn4",3475.32613752601,356.496407129038,2650.66171707875,564.75938669405,191.638441960302,3047.16397447833,254.559567264706,3679.0458366448
"Cntn6",1567.74459269367,65.6165791,818.326080907058,164.619773101674,18.7553998059321,782.077172786666,111.51432866078,2035.96413287534
"Cntnap1",24104.8541015853,3251.75855060276,21530.5209395404,11897.7426483966,2467.8329128059,14572.3674968945,3625.43127727055,3889.12388220329
"Cntnap2",44525.3020372367,2104.33088512385,30728.6771671243,3436.12639044163,2671.21624778405,12633.4561969587,2855.33835287971,2741.13643388335
"Cntnap4",9544.561732,481.8913307,323.073834231406,514.866474756385,116.425094896,2406.42589434294,208.56594415938,283.776266130486
"Cntnap5a",312.149910806122,16.8059682456543,167.9625319,35.4316366660156,12.9388561604727,226.061201883829,22.9567191997504,16.0574202321412
"Cntrl",849.932656093704,2268.18109709008,307.907178483645,1215.09088501632,1275.3964342381,906.8156138,3213.47111995727,2136.7576199416
"Coa3",1934.66576187421,2021.95636243274,1357.19080671934,1308.40979924562,1609.60543485264,1508.15179574651,1961.95458821573,1998.44184426173
"Coa5",310.178820675465,265.075467983559,271.151529287186,186.44241393898,326.8906849,223.605747335622,380.800039757792,332.392766433476
"Coa6",915.017198127726,917.933115535239,708.941201035345,827.88846649433,839.752561999548,876.165529636155,1138.52547311689,866.230663066036
"Coa7",2131.23811449574,1714.47876630703,3068.98333367333,2041.79174990082,2606.19793309262,2636.67023266789,873.901223987762,2548.46679881207
"Coasy",3080.59424380613,2913.23046772343,1919.31794728055,2295.45641575727,2217.03058452254,2809.65674125788,2677.98333579725,1974.60359987361
"Cobl",79.0257812159254,621.556585917663,643.142640149014,348.157053285772,74.1906688067226,728.373138769443,78.3420589304961,1007.13998040538
"Cobll1",48.4119671932952,5065.91237996636,12.5997176342701,2941.59112271632,377.474270015761,100.939239685497,113.66046300847,4179.7683533792
"Coch",8.34472672111252,11.1134191777828,98.6151220575322,229.162250773885,21.3361880060395,50.2282103361324,12.9636680580212,7.74488725502584
"Cog1",311.302560819395,196.386773873699,275.247240419261,258.040832853917,181.035859891793,313.141372295248,317.4647420246,227.336949942518
"Cog2",545.81611516068,545.590213330416,651.904846046033,503.115360907078,616.139753884029,632.201138515652,639.097463815169,525.471624279064
"Cog3",1029.89492034097,1131.87334717247,1120.05605229495,1066.48184105165,891.387653086985,1206.97929101253,1018.09604502613,1055.62289808526
"Cog4",544.908095096504,463.417703365034,464.680131125096,346.283281050476,526.06700340479,482.301008661479,511.513001059837,538.062045226312
"Cog5",911.434943259395,1044.40038455011,929.0565553,955.819245186863,840.568354013955,754.876086136371,1601.38878350846,1033.07316775204
"Cog6",1444.65779977641,905.942123880075,1181.92781155494,741.820678772075,1155.14853777825,1359.20351116858,654.610413273855,1229.82246296778
"Cog7",1100.5158916503,824.0816035,1505.51191009179,1162.84506815502,685.197165829517,1281.86521029077,1001.03794649808,1111.99184977798
"Cog8",157.82549741465,177.511520842605,151.197256907276,108.133866549305,120.541028633856,159.828567107466,256.5827688,145.185469356776
"Coil",1434.906713,995.302026004493,1415.53497420282,1111.95118930341,744.845499736192,1375.3584228213,1234.29157403125,1730.8908689174
"Col12a1",158.228171897592,103.245034737346,184.545961489732,6779.14860552038,116.888000735998,1701.11727255596,98.8723756552048,0.000119393
"Col14a1",657.3274426,27.2514967577715,41.9933603107126,109.264973168091,0.000125733,15.3503408542132,32.9086994167402,0.000220724
"Col15a1",26.6873686565793,10.6212560096951,2.67454715102088,100.415366273162,5.53280411413442e-06,17.9357076934661,90.6642478100603,6.25111284592871
"Col18a1",3.58109686251131,4.40883207120226,15.0977816830875,402.297055822953,16.7680031212972,39.4206912903166,5.85043034855179e-05,690.655097850858
"Col1a1",161.854534824541,563.380641575177,385.065089535472,125827.870593822,12921.0643913893,587.962816959698,2096.81004065452,0.002204272
"Col1a2",64.928778770155,264.934456091566,157.00066405792,60070.2273013104,4186.42187518259,123.904899579411,346.296863998319,385.813557732844
"Col25a1",120.312916487363,9.16374292158034,51.751676031788,170.674385207402,7.70549325723282,38.294389,16.0566545930007,6.62784982301567
"Col3a1",0.000454947,324.047386555892,22.1322887637742,21593.4361928607,267.567787836027,22.5539605869806,0.001181843,0.001389488
"Col4a1",469.651027859288,49.5228940993493,343.132789928593,2700.70888957086,326.539865107549,970.034839614458,36.096543814714,555.510615031249
"Col4a2",2149.89976554024,135.691512912459,1750.39731113303,4302.77048877102,819.159087316639,3171.74747456756,381.60885670977,1553.34074213029
"Col4a3",108.274502227218,0.000928581,0.001404117,20243.6439692919,1305.89329756038,649.6736509,0.004476387,0.005262868
"Col4a5",26.0807984210798,83.3401480709551,0.000142208,13461.6764149146,4405.73752160385,64.5147494662919,33.0493573737822,98.91733745
"Col6a1",141.388101900179,33.8903428117756,2077.81216052009,3110.21766691234,60.3256775438027,1466.99210334605,45.9166396115956,41.8920576432833
"Col6a2",162.780878246483,60.901133166736,449.51864033043,5267.71676307254,19.8110972946217,687.499933066892,57.3820757448934,41.77204658
"Col6a3",1922.82514266357,2992.87902679624,173.550682474726,26557.6247503458,1016.36261256478,1388.55112174273,24283.0805526945,476.149211587404
"Col7a1",287.209137503869,3.32241241777582e-05,116.164363744577,1113.85591535735,442.162967114101,132.095333473785,0.000160163,60.60696364934
"Colec12",144.093012638987,52.929630061072,25.5542076112301,15445.1133285213,444.790188956214,34.01701258,635.439186824539,160.235653671406
"Colgalt1",485.357808163823,199.92803213877,303.767665851762,192.021024650848,221.44551177893,369.72527964807,418.189688885711,291.512690532833
"Commd1",121.751823633065,426.846461906469,136.098583225529,510.403711365884,226.700564815704,124.072526743646,386.584792959443,336.116915089305
"Commd10",1529.50083619605,1400.41503951895,2027.04582288379,1375.16718463808,769.391572667775,2075.85858837736,1603.95512532678,1092.23379595387
"Commd2",307.582110151657,331.015100095853,228.904386570646,294.96272770293,298.436060551502,307.168629281307,507.303187242404,505.018789105538
"Commd3",1548.41624478128,2018.8339904349,1396.37471678073,1748.54784536201,1380.5383866244,1563.20451555558,1817.40421030372,1784.17199994636
"Commd4",784.164468480898,575.1806976,712.104216,401.49658779486,557.510881132566,795.379026321995,680.486948039767,566.85283603431
"Commd5",1094.22632729629,1036.56898131109,473.132186633251,1158.71128873458,1306.95505149171,881.4168930722,1536.46827375494,1119.74005072792
"Commd6",1631.65885491117,1523.82155977112,1004.61919928102,754.054589984615,1380.88603473447,1076.97682962456,2128.48726693535,1062.00424142444
"Commd7",1217.68151140035,1086.65107348099,743.106186724932,899.528186212924,884.889783299506,1056.36195272618,1653.72402138516,1377.76880378069
"Commd8",1925.50507022248,3011.8974406667,2031.21993815817,2762.51642678205,2916.257834022,1866.03407808601,30054.8061418432,3472.20014970776
"Commd9",1678.02998652552,2945.74252645264,1278.41723227028,1088.31693206369,1298.64052353778,1425.73792346514,1792.37218133261,2149.56961890307
"Comt",4050.70207890271,4827.21933093449,7455.21730185327,5492.34564221546,5446.30575429388,5025.17932212155,11102.2654602579,5124.91972437487
"Comtd1",4727.91116354247,1460.0528551394,1131.17542662235,1873.15046181589,2315.339631,2316.64795813398,6081.70517194318,3724.23594859353
"Copa",19034.7495450439,17241.7635951702,13569.9174900764,20040.1195038515,13885.1638009503,18312.9444410927,22553.815737636,20909.5915670656
"Copb1",12082.0949469878,13444.1411062314,10666.5411171715,11789.6412320529,12814.9546132598,8976.98642525783,14820.2065215806,18827.2669366301
"Copb2",10508.8945951479,10994.3603688437,9713.23339268409,15314.9171292399,10460.83778,8749.81843546166,10525.4245793993,12835.4441038557
"Cope",4410.19445443097,4138.13614043389,3320.13348981167,3822.06981268634,3008.05968718368,3499.6418832414,3600.77947554884,3717.46567029046
"Copg1",6885.55137848712,3762.9648974296,6627.19015109151,4235.36309236316,3227.30053685016,5692.68870277946,4836.73859077047,4266.00436918821
"Copg2",7401.405826,6395.9765683278,6707.78044514104,3536.90202692223,3048.56890623219,6930.47528172453,7787.77112291624,7123.23214769333
"Cops2",14175.7777415344,16907.7292658879,13331.6666385456,8960.37763539247,10192.7340525291,12304.6243616964,16582.8037173206,12178.9633951568
"Cops3",7461.08606259879,11565.6563581176,7020.44485352292,8033.01776090192,9249.812504,6763.25511729797,8109.780858,9178.65399005046
"Cops4",17212.2835263041,14549.4542759638,13762.3719128496,15105.6372064682,12985.0230838097,12953.2251230114,28092.8740050662,15554.7710261638
"Cops5",7820.28918763127,6832.498593,7035.875058,7340.62841200094,6130.43703041603,8046.692906,7472.10610505496,7204.84368263241
"Cops6",6284.85395484789,5969.18085685884,5568.19754711446,5003.05096555742,4315.2964948877,4986.767154,5060.31112604072,6031.65376814951
"Cops7a",2642.762341952,2454.55461466666,2886.77772336673,3201.99900468311,2251.52224058793,2547.01347262301,4109.79640884493,2779.93088181986
"Cops7b",1539.87610564365,1724.71338,2031.04661816407,1173.610557,1777.80406573392,1697.92033036761,1584.75475232529,1610.45237011721
"Cops8",2825.87538829683,2796.21475206848,2326.23726841341,2639.8959497946,2131.83835687381,2474.67800713163,2797.97266029902,2585.79509229256
"Cops9",219.136619626798,231.660678603682,132.429284759091,224.039454823165,144.050058842909,169.312461841521,302.753761279161,158.082428355055
"Copz1",1282.52406434751,985.1488658,1203.1283685319,1240.31001150461,860.645838703576,1309.9290863872,969.31483603492,1035.84319903005
"Coq10a",691.581205069205,915.7997576,473.455649441121,706.86883182977,678.736479216645,677.143863881989,475.503186263379,584.741066954949
"Coq3",3009.63952328334,1624.83206171872,1782.44682172826,2684.02486217753,2447.76252837531,2890.60497929448,1851.71006700791,2075.577808706
"Coq4",287.702981728589,153.927181203134,332.259488805817,246.827027846011,268.597205422148,353.936664750728,242.733667113421,244.939056260006
"Coq5",3282.26178894311,2217.74773224929,2353.0248748602,2134.78004508843,1933.26916674318,2360.8833502252,1867.99148610849,1408.25233269976
"Coq6",6108.738498,7135.06285457564,4204.9520591927,3684.81943742571,3116.11622306973,5378.27220796528,2509.12969816467,5711.25673357892
"Coq7",1510.63149572009,1300.99246299091,996.524851196461,949.516269147674,1367.49764388522,903.8994559,441.310400756331,1352.50614332983
"Coq8a",2956.19328835336,2525.8309505235,5269.50817901051,1644.7338471489,2881.42301204577,3790.72545059981,3204.15737911407,4001.90133106897
"Coq8b",139.275601887136,100.424411822492,180.991300620569,96.71397434,151.16370646535,205.970270207607,205.655420473673,83.9352065042317
"Coq9",3771.65610156174,2369.05316464429,3100.82026222782,3462.03116389156,3935.25278495083,3159.15823477826,1654.05514836901,3512.54051743058
"Coro1a",8062.66292272261,3939.04065742445,6053.385214,4143.56315063368,4351.09614232814,18772.9992874819,40389.2967449702,4771.92838614172
"Coro1b",8316.69913359906,11245.5705804265,9690.12377233721,10563.0846665924,4896.47542484941,8337.4718783261,15793.7411018986,5950.809347
"Coro1c",12172.9153320632,20790.2134135674,8775.6372912741,9710.33410290251,3371.59874101395,8899.929271,11357.9969481058,12695.2577119791
"Coro2a",4721.50755203863,1226.72999655112,2195.496683077,6927.69467637628,1084.25634944286,10868.8720062662,16406.8906683294,1489.47252911096
"Coro2b",12415.9991183427,7056.92050152057,13768.5710510746,7805.49406438019,13614.1770850924,9732.14958663571,2887.12213774401,1991.19660068247
"Coro6",11277.2630823219,100.626930724148,245.257364664101,355.192920330823,123.537997778791,2308.75899098577,232.630889578361,56.3870953217921
"Coro7",8276.842348,4101.43364843211,10511.5362139561,3774.99787229292,3181.46705840418,7220.49652591722,7580.07127892717,4867.9194617318
"Cotl1",3924.99661099028,1824.11625760486,3490.94915765738,5071.98473238024,13286.6749935081,3998.06091565855,33593.5657528516,3981.73073894212
"Cox11",18.6298093987293,8.50355273278607,11.9498674009633,11.9827145315912,25.7689021357916,14.6001290991464,6.26563768411288,14.238433292903
"Cox14",159.578497263304,156.829628358717,103.111011258578,130.474030897696,139.550243126839,127.788883186305,158.384234650354,100.914238021746
"Cox15",171.211171549935,317.752268083715,223.904550843063,228.193662695346,336.540731521825,200.416549254376,364.412722775336,203.3302789
"Cox17",169.590998539006,229.733859109968,140.378402264281,205.188903517756,170.612388543252,142.086426532503,353.663682569081,142.222969068315
"Cox4i1",7005.32926690998,10631.2109719209,4270.9771658472,11455.0054177688,8585.43062991029,4971.37369026368,7662.33539336425,7533.01783772358
"Cox4i2",60.4799309153469,209.429878469053,82.6100856324037,22780.0045365718,1108.45821469355,75.4056125240107,0.001768873,0.002079656
"Cox5a",19826.9452696769,12913.3258608771,11135.336812552,18359.3134234735,14671.0231901445,10815.8612842955,15133.9789926071,12331.0550676097
"Cox6a1",2934.34402024691,3739.61609470161,2228.8776596667,3723.95998142311,2876.985158,2272.20207166981,2821.28335859041,3001.714866
"Cox6a2",2480.29592468281,394.110596190766,123.557837094982,395.715389931935,160.641357480966,147.463767694065,916.5233841,344.198884635576
"Cox6b1",9510.87348774271,9550.72484157099,6151.57257914309,12059.2889774902,8610.79977200354,6159.39878597154,10024.8994565785,8302.177697
"Cox6c",12486.2221499655,11765.9216582701,8378.34923584074,13869.9570733631,13513.3305944706,8009.44153577686,9124.44527057827,8934.02864679969
"Cox7a1",1223.50143036836,476.52260145401,116.539353117861,0.0107755647279183,2695.3359401323,530.87651246028,0.006441184,0.007572871
"Cox7a2",3701.98099863317,3581.40027558789,2342.317838,4452.87746417428,3527.81515368139,2730.37824202172,3629.7903741751,2954.7467683693
"Cox7a2l",4730.94142101378,4685.77990074614,3368.46163490124,4886.296534,3199.12732585931,3558.46947076793,5047.16070972987,2862.68390369396
"Cox7b",2686.45021299594,1387.54756484376,1486.7708803786,1651.74442979392,1743.48472456924,1686.79183280988,1280.09982180923,1264.90543714877
"Cox7c",5781.56951206578,5102.40376881221,5353.99376468729,7103.20689053238,7312.75688666821,4793.85581985787,5957.08240993642,5240.483872
"Cp",2076.49138375094,567.557337441744,69.1539003336121,48699.464077642,691.987871298374,125.903720760027,2460.24133483204,27890.3173187604
"Cpd",4425.7414515961,14035.1995145955,3747.23190965224,5455.79229016171,4794.2067673669,5399.585311,3128.24717765108,5716.78616028218
"Cpe",10515.3716988269,7304.6742382849,6321.90807062527,12499.0199163006,46744.4271880874,9827.87551075662,7580.26458463595,13822.4605332284
"Cpeb2",1828.26646739003,4002.81355829771,1417.95718274858,2499.04697754947,1018.97239425737,1840.80284649464,1698.92530363091,2894.7280425176
"Cpeb3",2896.6509459047,1528.70659174474,2251.43734510608,786.7848178,1350.1093836276,2475.76966202712,460.803862253343,1303.36609397391
"Cpeb4",151.861523863287,164.026145518174,167.156106339128,172.475535402434,557.477372858944,183.678012009067,149.084792177998,164.221610248824
"Cplx1",11237.6707832929,3476.73551683805,3788.95772308947,4357.12775787288,2632.15721610937,3579.7851000974,2968.84793296686,1854.50552013762
"Cplx2",11021.8839284685,8725.574094719,24209.888797837,13000.3882036616,6869.61729090969,15126.1087683328,9831.781969,6582.0447203123
"Cplx3",3628.66814155711,852.64902461067,203.795000510433,137.951605410851,428.665152614327,1585.92104766274,0.001528784,666.694477935871
"Cpm",443.816286180908,32456.8798746144,302.045237350243,5530.65705113844,1113.29073231478,518.026682850765,571.975252859253,2068.28353513112
"Cpne1",6838.2405028882,4454.55801627363,6977.03651304494,6296.82034270755,8315.56007917041,6272.23641786345,5440.40304901209,9647.60243671945
"Cpne2",7561.70518752064,902.108807732457,3645.693407,5869.64642597148,26365.1217930493,2005.67720661796,2337.94020911738,20913.2413650479
"Cpne3",2490.56965916953,1882.58225555198,1517.15948843721,4091.10343761156,2993.67460201631,1847.90714897268,4117.12581157585,3488.54464583175
"Cpne4",3543.88677841546,820.800309280047,1672.6386129784,1236.56689867436,540.932949438959,7331.54919579463,634.596617478517,600.123068637952
"Cpne5",3387.53916090784,2165.07715482126,32482.2338343771,3460.83616730007,1293.440834499,7028.33056128657,2191.47731747815,968.44846862136
"Cpne6",17603.9509555005,2399.88704802661,12991.3723773779,4264.73105802252,2948.77637541468,21270.2183084614,4475.74791391939,1520.09482053709
"Cpne7",5096.20687342803,126.265856153752,1163.29077437817,342.006598830674,195.104408348278,3726.38076263156,155.779678598241,624.165064378585
"Cpne8",483.134161402672,89.05323065594,696.5305457,506.953961200002,163.069271519726,866.762926716055,182.335476200144,1102.3182515694
"Cpne9",200.764314353765,221.209223140368,513.480776692943,450.285887054531,189.383675769247,2690.92552529205,222.867571511828,97.24997192
"Cpox",1176.80323718593,7911.25994000008,760.345109987655,1141.72827162978,745.73097875866,1425.75384227365,752.76125750877,1557.55477374143
"Cpped1",1434.12239094852,1544.08122725871,3318.80686632295,1664.10153703432,3272.78441602783,2245.96294856579,2660.44337216684,3024.82807062745
"Cpq",28.5998876959784,32.103645107367,2.78547761593748,787.365477947578,642.906355278981,7.50557539879005,85.4023418749157,1425.56638201443
"Cpsf1",1246.31257491643,909.104732764344,1475.0116818316,638.87047514602,803.215053596277,1491.2311509359,1118.890277,878.356437163079
"Cpsf2",628.950436665059,623.716022647589,638.329275771299,722.605269751849,368.441280273748,616.902829017817,841.131853628288,636.3646648
"Cpsf3",828.001195212282,700.706025290406,1517.73196516735,636.676694718279,637.243599050701,717.22241378144,1525.88305495576,873.0539173
"Cpsf4",378.596230840299,195.607964734131,210.901549309567,198.573336303233,120.022908649393,346.812765572491,459.710700002542,161.463421335526
