"gene_symbol","Interneurons_py","Oligodendrocytes_py","Medium.spiny.neurons_py","Endothelial.cells_py","Astrocytes_py","Excitatory.neurons_py","Microglia_py","OPCs_py"
"Inpp5d",0.659814980438766,3.02749943813263e-06,17.2808798875589,54.2522996381987,15.2004524638002,7.05601819028113,5221.81036004375,9.99276835537907
"Inppl1",34.5957409488025,38.2806025575167,39.1136657735918,138.677627828566,325.485189847331,34.5631592230614,143.696331311296,98.9661851374283
"Iqsec2",106.42058475097,33.1580441571821,198.937651134377,117.928215442535,98.8328880258333,224.574526466928,117.346265926482,74.8594782767644
"Ist1",187.273013115436,164.374445805897,143.922150044708,146.405263335873,162.869474709205,149.1945242,123.746291851844,155.058612993299
"Itpr1",60.8861728193261,24.5970969001834,220.588025740533,119.886129503638,28.5368947891251,106.998514166168,38.7850277595535,27.4879268047467
"Itsn2",24.6819385621511,94.7516487389388,23.6997748312345,26.53540696,32.6295373,30.3113800725025,56.5868019184671,38.4910254929833
"Jak2",38.6227839519251,170.572131053754,113.695892745701,87.1277268121233,52.4083567630529,73.3557516157311,99.6587216746537,103.948733322085
"Jam3",20.2209681480665,148.13209127694,18.8948438786251,29.3187520023842,24.5616966928935,44.1862841809494,11.242699044583,111.563131310978
"Kalrn",104.678534486868,22.1085704582882,236.458990820472,55.5063724412676,47.3985327276984,425.340584337978,30.8541678352918,22.0391421934532
"Kcna2",130.527401347286,83.2896853090064,58.8450111790961,42.3634726831111,105.072181964945,84.9241417255606,30.3780916219333,65.96593328
"Kcnab3",255.911005426455,21.5898061216262,39.4046216086606,24.0908803475595,17.9368281946025,107.137364656321,28.1558564445742,60.2366252792851
"Kras",63.2709886140747,29.6858423616248,27.6251055880169,68.8273953681014,35.5422610514733,52.2978154448705,74.3344111196492,50.78466602
"Lancl2",55.4837368417275,51.6592063593469,34.5709274640537,57.7693153357416,33.83275147,56.7118328658782,24.5415578831047,55.626414066379
"Lcp1",3.10911221289491,30.3971911311284,1.03655884606196,11.1351420897246,5.00074608454129,8.551997537,748.641211235273,4.06247450433847
"Ldha",41.5692958169699,41.6124419901028,48.2048761348142,98.5305458432376,61.3349267790785,57.6933078701835,57.2308366359876,57.1066132534647
"Lrrc7",21.4518120801574,2.73160500723179,76.5015490698696,7.65191738269576,1.90014227886991,43.5221815931311,3.28594271709105,17.8426353437962
"Lrrtm4",110.255896367891,13.0768134364422,123.540444665001,31.0554419953027,10.1607800743249,119.265516318061,23.1718168998217,132.478696954586
"Lsamp",47.503273045378,7.42547100984649,27.951831623669,9.835029726056,84.5331845952086,28.0197705605225,5.11623744128423,73.6556150881903
"Lyn",0.837638471706563,1.40734864686092,1.31860372293121,40.4645270460912,13.9325478144056,1.06224753823003,984.057535868824,27.106497869688
"Magi1",360.858707624746,226.205624556715,95.0761462861181,59.3349092817662,101.384856198335,202.37941949345,125.618944188344,139.294067055287
"Magi2",52.1432501372923,131.255640898413,39.2237432488436,15.4721455260847,36.736816860928,54.0389637637007,3.72498174993645,53.5381750419571
"Magi3",66.3997158879026,16.300059957404,47.4578660001854,55.5593826855624,105.635413898751,83.203825690116,24.4453644943828,46.8746083714715
"Maoa",17.0137072694442,18.2085226281201,14.6645435444571,17.6939656371492,35.23863181,17.0725037344135,6.91848144230571,25.8389220633986
"Map1a",17.6629235997589,26.1734728825534,20.3138913998475,18.0912586344483,14.0932954365714,14.4458848060625,11.9202252538101,9.34718871445749
"Map6",14.2027844991679,16.9380278650758,19.0168250888063,4.90855198071217,2.68748235450572,26.4984072031222,2.59296464203941,8.03812821994925
"Mapk1",545.826328244119,528.929694074394,1087.21289904266,490.448356648973,506.546354266642,713.817023066039,661.165259880649,561.8538745
"Mapk10",1184.9257342577,233.698295062507,883.583981904697,187.991298184623,678.327023242378,1300.16200806123,169.43673744022,685.131131348315
"Mapk14",11.2386832943076,7.91000535061347,11.8799724644993,7.05570189966621,5.28801080520425,13.2238319348846,31.0438664152516,7.35693690127292
"Mapk3",307.05080761502,941.092102320746,232.191915676899,874.530432083305,281.365071916581,263.121429940362,881.5828742,186.232046456102
"Mapk9",944.731611053567,450.286259782029,624.428728463529,678.858955604354,509.207666185957,688.282746354668,671.5710531,798.332263090076
"Mapt",54.9851508138806,256.612663254356,40.7436707155592,19.9477824122337,35.3982742382441,65.9189306298357,9.5513102772816,55.1013977623053
"Mbp",6.63460749278529,1014.33434570223,12.2686459082524,47.1163294409244,41.2592708080829,17.4909955164179,14.3712217580582,74.8587321063012
"Mdh1",135.077324197834,70.8862853860118,94.06453826,84.5792488168744,67.1776144728251,76.62553408,75.7735125813253,55.9406612515048
"Megf10",14.7901486550692,239.391804787286,1.70185380514151,26.42385501,178.605612973653,3.51576678123066,2.31996126924801,99.7246310543131
"Mertk",3.52292829585135,7.91074696525193,1.73272600319478,64.3780436583649,768.43156627299,3.26359271197267,915.045539157004,105.78149032409
"Mobp",2.34243706487627,350.640877838176,1.89501980271747,21.7010083413459,11.988837075071,4.71168151402891,5.02260688971959,13.3507862398134
"Mpzl1",103.858869392855,548.31779555322,108.935412317814,237.738790329433,300.492239623612,67.9733059323206,42.3754690401999,924.767614317129
"Mtcp1",14.1291613721426,39.8302550239691,15.5937248224655,39.717112747412,24.9304092678197,16.6905219466299,26.8913631877534,23.7060238482989
"Myh10",50.3500209113317,18.9997380225581,94.3531642914312,30.9795948245683,17.5311070057296,59.3844055417727,23.8035798708005,25.4408660040808
"Myo1d",14.5049834510319,190.16301706258,18.2782895840643,55.4149813815715,8.20963181,22.5296202137069,5.15686340407831,23.9975689140954
"Myo5a",79.8266060987928,60.4970911124826,107.560721997314,42.685693705804,27.8566216689583,88.1478222842046,45.4880308023102,105.144292824824
"Naxd",299.713570910715,291.815093800645,268.625559459616,235.128207568521,275.026263930487,288.406236989854,298.385405414155,281.875473736405
"Naxe",38.7850509022143,78.0608723880106,30.3746070601198,59.0860377000747,67.6357872889697,34.0695688009608,62.5885251894205,79.3694845667358
"Ncald",28.7838050490108,36.8759009472971,4.92345375797152,14.5446997501322,8.5880175024797,30.5095202610944,10.2760075850287,80.0400652572914
"Nck1",167.43682132009,188.688473792205,216.174716073017,408.743153048583,334.844600867094,167.968222027982,667.237916067568,303.177915736828
"Nck2",21.9263875762544,27.3219907659027,19.49359857063,33.1070288938535,14.137687745779,39.0844527881673,3.4312835334438,25.4421781138855
"Ndrg2",27.3727265243456,56.4048743912261,9.88033864887145,117.230149548343,809.543903106089,14.1101730981835,24.2569038724972,129.720264500975
"Ndufb10",39.2049517492273,31.6284572856368,36.0665840356061,38.6376328962754,39.0514257836787,28.7633174558466,21.6693290725101,32.2550044345135
"Ndufb11",98.0682256867616,167.952414167966,56.2317099917169,169.830506097342,150.661329079493,64.3470851592696,138.254000526809,133.749170359246
"Ndufb7",140.380022272682,207.966760071704,95.620990751414,218.590890226653,140.200619169244,109.167220652536,130.509429674271,129.0220520235
"Ndufb8",27.0376130887764,23.2406097580104,15.0921872932932,31.1279654351733,23.6471759777837,16.9578565635064,29.6001545942654,22.1158137609231
"Nefh",200.101511511264,34.91690262,36.5178613643137,68.8764003527871,34.2221322780614,45.3557245366729,41.8109338276969,36.6413083872692
"Nefl",30.8342681309556,36.6726920529805,51.1356542557383,34.0704135077423,31.4006318921838,49.7554544643343,39.2442385259938,21.1324441913532
"Nefm",28.1719491138128,17.982130863312,45.130225078065,26.0922163626164,15.6823915580368,43.7430617898563,16.2833658710082,13.4422992541336
"Neto1",203.319484428267,38.719829797919,494.542689360626,54.0937468167705,31.5504435065847,165.518715052009,54.0862231970703,204.008103050295
"Nf1",35.3738770115326,34.6911346485707,26.1173688154139,25.6145874602033,37.0988117944226,26.4679885309621,41.9067238369743,54.0368781443756
"Nipsnap1",124.325130323562,40.933675546737,102.879433966024,26.6914152445313,22.0648221361866,109.783571748103,20.580867553736,60.4089809175397
"Nit1",35.9964788144898,30.7307968960619,36.6787833286849,24.7484946610821,22.4689413615903,34.2511191426374,27.5409951774328,37.6412810419261
"Npdc1",25.3935439055067,15.3419701535754,15.4887205561611,18.5649606010431,14.4980486515916,27.0403476033493,9.256643579,21.8330659968306
"Npepps",98.97361099,136.305354612322,91.7514769779071,76.6262492417322,104.31510686976,82.539448873667,53.773417440981,72.3379109868168
"Nsf",119.019648033698,52.3952489543749,104.676482296701,84.9904986863428,42.2500964686893,115.328553012124,61.2282424344113,67.4100404638639
"Nsg1",83.8754583564282,50.260500915054,97.5073952600361,42.27488643097,40.0252292354119,58.334610350545,66.8018833266048,65.9510052984121
"Ntm",142.835389896247,21.1810070659845,130.886343334908,44.5866790708646,359.23320588208,134.461957120812,22.8390158141731,171.365287778066
"Ntrk2",58.2628253911066,10.2704819634372,38.0705510173475,15.4127797907312,79.1231935876127,47.5853233120545,11.1700978725479,44.566433342466
"Ntrk3",72.9404943758104,16.2640746458403,107.053532128869,51.1870950416259,14.4136711817809,70.0234434716858,15.0192596975557,88.05600174
"Nudt9",37.9101298543876,46.499819615576,23.5204423590367,60.7368967416904,91.63616396,34.0489703394867,59.0916990176493,55.0789985755273
"Nup93",23.7262841929714,5.5216558931878,72.25407932,14.7479157869376,9.54476980876314,27.0808619736197,5.56143873736409,5.65911657209559
"Ocln",18.7264376324316,9.20433530590767,3.87856201402749,534.5262419,9.71033414515445,23.7519946463752,30.831483824636,8.58623073252441
"Opa1",42.940225612459,50.9257084193332,61.1008015148921,47.0322547735428,34.2859036987284,42.1808077605709,44.2216443493642,26.0019060183195
"Opalin",8.65454476204214,1282.7789966389,20.3922531239348,67.0838994177155,57.4241107564964,23.67518631,34.3212955063237,40.7096824409243
"Opcml",130.836559946162,24.6406449701936,85.6855287697872,26.1293840967569,9.58008897050662,168.115074894036,14.1603265549542,268.928855601314
"Ophn1",95.5916239647786,6.92048052621575,127.588668252587,86.2767806025292,118.80538702269,91.9525380451719,693.677843801281,150.463388264435
"Pacs1",227.109254024929,50.772104440754,248.211122662461,144.802753551842,93.4439681428203,255.472749127083,265.721555102808,225.626264543563
"Pag1",61.6849500651129,46.1341627926368,59.7335234143141,47.9552408507754,141.135757015004,45.6493843132324,1148.54333236169,92.4227002995187
"Palm",24.8763875910424,5.88096219596337,58.4965589688447,40.85571353,20.8288697613104,47.6612670274605,5.76921938354427,16.210294279432
"Pcca",129.953277720324,97.28038841,104.603499997331,233.995172758044,96.4072280520124,98.0415871639487,84.0309326989165,96.2358033318622
"Pcdh1",27.69587490164,14.7923879373428,30.0732958679455,29.9591052647955,40.5174792128053,51.2091438219127,13.6533860717894,28.5714668179144
"Pcdh7",24.9550536750479,9.054731674728,22.8065663881068,27.4162077518953,27.246606512894,33.2631777693972,9.52020789356216,34.3403824941209
"Pcdhgc5",22.6126164187626,14.2320809480276,67.285356974692,20.7015902529171,50.4562837261067,67.3039772108197,20.1988359355115,33.8868064130932
"Pdpk1",19.2446235398161,25.0066986991762,38.7917293998134,31.8085690469848,24.714996763774,27.030798112501,30.3104793215353,22.3841504013895
"Peak1",17.3922573220749,23.4264980983084,37.8084559184273,27.626054020367,30.0087114140651,27.1681090269467,44.4487592691012,45.6313180664176
"Pgam1",340.378246784631,255.055964884409,199.2000120677,263.297485061698,218.882648147401,194.189745810135,224.662697381235,182.248512792468
"Pgk1",323.142933264872,289.269819084432,249.94385522256,226.346959177121,233.583597361502,212.293266061658,299.501681923144,253.130808197557
"Pgm1",84.6732752017514,89.3105906192758,27.7141846899388,118.506465638742,54.293993530584,82.1437373495012,68.0940512535201,78.196373937979
"Pgm3",68.8419981195092,65.2100290394039,42.0061328015713,58.4185027000758,73.4456171677671,49.678568796547,47.0532007381371,63.751320956607
"Phb2",357.629107272337,194.998412066242,269.684564226353,190.680804126382,239.372170952005,325.466297681603,223.694942005778,273.614084
"Phldb1",6.81158811585666,241.631224721897,3.99575391935207,25.4928789733003,9.38476225593232,9.707568541,3.908465208,93.962633046348
"Pik3cd",13.6689394335154,0.763309343323412,6.15479578133465,6.96209611179199,1.12090218780764,12.0045658606513,71.7373376726265,1.79702650157779
"Pik3r1",37.1140178142037,197.267529494888,50.1969748962662,69.1519214260906,197.474186926416,63.1295535423928,231.591436736829,192.552150596589
"Pip5k1c",69.4430860408655,33.4080372503848,76.36300242,71.8468796405211,34.7693942502257,131.368282458202,104.30259079828,52.3385765145611
"Pitpna",65.8335017587377,34.1970037232402,39.1150145381229,61.3093461414819,27.1411595323779,61.0695210992083,75.3689969125886,33.0177822174281
"Pja2",16.7612487469984,14.0846373774171,22.0248141209409,16.1907143020119,11.8637177081668,15.0486607966191,13.3071214817022,13.2048397651063
"Pkm",175.781048461515,212.039712439167,160.230139076483,173.441505876099,146.183706234315,104.198446892548,134.483952187872,176.623807029952
"Pkp4",69.9940239847705,119.984187203687,30.0707848460069,74.2650999788002,16.7228912597803,38.9685463027408,44.2265896928391,33.03144993
"Plcb1",73.59547254,10.8823550382254,185.60815089366,38.5982537073008,71.7884046421223,88.4812437596629,10.49572148,72.2643913741834
"Plcg1",209.459974777933,88.439799486033,181.240397742743,173.034584105253,238.391734672009,154.667653790945,247.575841981472,150.528158812159
"Pld3",72.6401839620188,34.1796348770824,86.97149096,44.1766856800974,31.6448579940769,88.8627043,42.2536129224398,43.8028528874651
"Plekha7",36.52095266853,4.09101656558893,8.19785135012591,20.6583585543416,56.7440186314918,45.5611569841447,5.6454242314058,14.9010677422382
"Plp1",5.53933751007006,543.077866284645,4.79363594790315,23.152232424266,18.56458912,7.81222362736054,18.1827879661412,41.6504672679238
"Plpbp",67.3175096213398,79.30578582,52.9952008353541,48.134734039489,32.3730519147556,67.3084089918921,26.4335443481297,39.5604417524913
"Plxna1",48.7323237767753,10.0425109655405,7.66232691197539,33.77964833,18.6194961683374,51.0186645881881,12.5140161846174,22.6593335006855
"Polr2a",35.0696469162966,43.5816037041837,25.3840045588183,95.66809728,32.637433189012,33.10523026,49.9137339568866,30.665258517213
