"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1",0,0.620842380252394,0.841,0.38,0,"Excitatory.neurons_WT","Miat"
"2",0,0.60999470850937,0.561,0.187,0,"Excitatory.neurons_WT","Gm28928"
"3",0,0.606430983397325,0.732,0.295,0,"Excitatory.neurons_WT","Car10"
"4",0,0.590980205297134,0.935,0.535,0,"Excitatory.neurons_WT","Kalrn"
"5",0,0.576921436197839,0.792,0.36,0,"Excitatory.neurons_WT","Sv2b"
"6",0,0.564654295375446,0.852,0.477,0,"Excitatory.neurons_WT","Kcnip4"
"7",0,0.551770126649322,0.783,0.339,0,"Excitatory.neurons_WT","Slc17a7"
"8",0,0.532904192960977,0.714,0.354,0,"Excitatory.neurons_WT","Lingo2"
"9",0,0.53069442944094,0.769,0.354,0,"Excitatory.neurons_WT","Ralyl"
"10",0,0.51899741469662,0.674,0.272,0,"Excitatory.neurons_WT","Kcnj6"
"11",0,0.517599900006425,0.821,0.417,0,"Excitatory.neurons_WT","Gm27032"
"12",0,0.516138112700066,0.629,0.26,0,"Excitatory.neurons_WT","Pde1a"
"13",0,0.513652052147317,0.956,0.581,0,"Excitatory.neurons_WT","Arpp21"
"14",0,0.509397351320556,0.753,0.352,0,"Excitatory.neurons_WT","Ppm1e"
"15",0,0.508212608648876,0.789,0.391,0,"Excitatory.neurons_WT","Kcnh7"
"16",0,0.503942328217035,0.962,0.576,0,"Excitatory.neurons_WT","Mir124a-1hg"
"17",0,0.501401236879713,0.793,0.4,0,"Excitatory.neurons_WT","Pdlim7"
"18",0,0.495724876544118,0.916,0.56,0,"Excitatory.neurons_WT","Epha5"
"19",0,0.494176640463254,0.928,0.569,0,"Excitatory.neurons_WT","Csmd1"
"20",0,0.492681297452465,0.882,0.494,0,"Excitatory.neurons_WT","Cacna2d1"
"21",0,0.489875072158593,0.881,0.495,0,"Excitatory.neurons_WT","Dlgap2"
"22",0,0.489176565512236,0.902,0.523,0,"Excitatory.neurons_WT","Grin2a"
"23",0,0.487229686392601,0.765,0.391,0,"Excitatory.neurons_WT","Schip1"
"24",0,0.487047302966398,0.598,0.231,0,"Excitatory.neurons_WT","Sidt1"
"25",0,0.486214789970546,0.864,0.476,0,"Excitatory.neurons_WT","Matk"
"26",0,0.4811029496007,0.852,0.467,0,"Excitatory.neurons_WT","Ryr2"
"27",0,0.481086959488047,0.964,0.62,0,"Excitatory.neurons_WT","Ahi1"
"28",0,0.475718975357571,0.446,0.158,0,"Excitatory.neurons_WT","Fam19a1"
"29",0,0.473697836342283,0.613,0.26,0,"Excitatory.neurons_WT","Ak5"
"30",0,0.471957861658364,0.919,0.588,0,"Excitatory.neurons_WT","Opcml"
"31",0,0.471210643424083,0.764,0.401,0,"Excitatory.neurons_WT","Rnf112"
"32",0,0.459181413506733,0.849,0.486,0,"Excitatory.neurons_WT","Pcsk2"
"33",0,0.458656927921794,0.95,0.617,0,"Excitatory.neurons_WT","Dlgap1"
"34",0,0.45750440384436,0.613,0.269,0,"Excitatory.neurons_WT","Khdrbs2"
"35",0,0.455589099980723,0.866,0.451,0,"Excitatory.neurons_WT","Baiap2"
"36",0,0.454298305466498,0.799,0.435,0,"Excitatory.neurons_WT","Rapgef4"
"37",0,0.454158404346164,0.734,0.368,0,"Excitatory.neurons_WT","Mical2"
"38",0,0.453688797266621,0.825,0.469,0,"Excitatory.neurons_WT","Lrfn5"
"39",0,0.449830531287179,0.982,0.685,0,"Excitatory.neurons_WT","Snap25"
"40",0,0.447901523439852,0.673,0.322,0,"Excitatory.neurons_WT","Hecw1"
"41",0,0.447765847995452,0.848,0.485,0,"Excitatory.neurons_WT","Erc2"
"42",0,0.447054099887179,0.718,0.402,0,"Excitatory.neurons_WT","2900055J20Rik"
"43",0,0.446990569055035,0.941,0.564,0,"Excitatory.neurons_WT","Grin1"
"44",0,0.445924512296668,0.752,0.392,0,"Excitatory.neurons_WT","Apba2"
"45",0,0.445865315092984,0.581,0.234,0,"Excitatory.neurons_WT","Stx1a"
"46",0,0.443627627741786,0.697,0.353,0,"Excitatory.neurons_WT","Ano3"
"47",0,0.443332984225405,0.549,0.241,0,"Excitatory.neurons_WT","Chrm3"
"48",0,0.440819405301331,0.815,0.463,0,"Excitatory.neurons_WT","Adgrb1"
"49",0,0.439561229277626,0.732,0.36,0,"Excitatory.neurons_WT","Basp1"
"50",0,0.439274084464042,0.507,0.174,0,"Excitatory.neurons_WT","Rtn4r"
"51",0,0.43810138059724,0.529,0.199,0,"Excitatory.neurons_WT","Rprml"
"52",0,0.43770865084767,0.469,0.173,0,"Excitatory.neurons_WT","Nwd2"
"53",0,0.437312374360457,0.789,0.433,0,"Excitatory.neurons_WT","Mir124-2hg"
"54",0,0.436876878889352,0.926,0.544,0,"Excitatory.neurons_WT","Lrrc7"
"55",0,0.436768683951503,0.592,0.265,0,"Excitatory.neurons_WT","Fam189a1"
"56",0,0.434458491125261,0.667,0.312,0,"Excitatory.neurons_WT","Lingo1"
"57",0,0.434426546262353,0.593,0.28,0,"Excitatory.neurons_WT","Atp2b4"
"58",0,0.433960281313676,0.935,0.6,0,"Excitatory.neurons_WT","Ptprs"
"59",0,0.431517501758049,0.873,0.494,0,"Excitatory.neurons_WT","Trank1"
"60",0,0.431399962101765,0.891,0.554,0,"Excitatory.neurons_WT","Sorbs2"
"61",0,0.430016807046407,0.858,0.513,0,"Excitatory.neurons_WT","Kcnma1"
"62",0,0.429246438699846,0.723,0.378,0,"Excitatory.neurons_WT","Sh3gl2"
"63",0,0.4285669163227,0.922,0.586,0,"Excitatory.neurons_WT","Camk2a"
"64",0,0.427305651548591,0.828,0.479,0,"Excitatory.neurons_WT","Brinp1"
"65",0,0.424439286844828,0.527,0.204,0,"Excitatory.neurons_WT","Nrn1"
"66",0,0.421667972209178,0.582,0.262,0,"Excitatory.neurons_WT","Clstn2"
"67",0,0.421505143562439,0.926,0.597,0,"Excitatory.neurons_WT","Nrcam"
"68",0,0.418484834457595,0.981,0.699,0,"Excitatory.neurons_WT","Celf2"
"69",0,0.418456625902573,0.632,0.307,0,"Excitatory.neurons_WT","Gda"
"70",0,0.418259609831211,0.997,0.816,0,"Excitatory.neurons_WT","Snhg11"
"71",0,0.418063527126851,0.879,0.537,0,"Excitatory.neurons_WT","Cx3cl1"
"72",0,0.417754623047321,0.806,0.457,0,"Excitatory.neurons_WT","Tmem191c"
"73",0,0.417392657810699,0.609,0.269,0,"Excitatory.neurons_WT","Faah"
"74",0,0.416313497001471,0.465,0.182,0,"Excitatory.neurons_WT","AC124561.1"
"75",0,0.415446086992369,0.767,0.423,0,"Excitatory.neurons_WT","Rims1"
"76",0,0.414880578006294,0.789,0.435,0,"Excitatory.neurons_WT","Tmem59l"
"77",0,0.412351141507465,0.693,0.356,0,"Excitatory.neurons_WT","Slc8a2"
"78",0,0.4108051908,0.529,0.254,0,"Excitatory.neurons_WT","A830036E02Rik"
"79",0,0.41005758945202,0.679,0.357,0,"Excitatory.neurons_WT","Slit3"
"80",0,0.409135470556303,0.8,0.452,0,"Excitatory.neurons_WT","Slc4a10"
"81",0,0.40857649610894,0.876,0.522,0,"Excitatory.neurons_WT","Gabrb3"
"82",0,0.407409126127597,0.802,0.452,0,"Excitatory.neurons_WT","Mkl2"
"83",0,0.404498366379584,0.525,0.212,0,"Excitatory.neurons_WT","Mfsd4a"
"84",0,0.404460467550096,0.658,0.322,0,"Excitatory.neurons_WT","Icam5"
"85",0,0.403743020549157,0.488,0.197,0,"Excitatory.neurons_WT","Rgs6"
"86",0,0.403326445199372,0.567,0.245,0,"Excitatory.neurons_WT","Adcy2"
"87",0,0.402492084512158,0.958,0.679,0,"Excitatory.neurons_WT","R3hdm1"
"88",0,0.401633506339347,0.692,0.363,0,"Excitatory.neurons_WT","Fbxw7"
"89",0,0.401317838652319,0.783,0.45,0,"Excitatory.neurons_WT","Nell2"
"90",0,0.400721609224025,0.601,0.274,0,"Excitatory.neurons_WT","Slitrk1"
"91",0,0.399975600941083,0.547,0.225,0,"Excitatory.neurons_WT","Kcnk9"
"92",0,0.399725279795896,0.43,0.148,0,"Excitatory.neurons_WT","Cckbr"
"93",0,0.39878314832169,0.692,0.355,0,"Excitatory.neurons_WT","Ctxn1"
"94",0,0.398264192583162,0.356,0.126,0,"Excitatory.neurons_WT","Arc"
"95",0,0.397162463685119,0.902,0.617,0,"Excitatory.neurons_WT","Mef2c"
"96",0,0.396939601203506,0.54,0.241,0,"Excitatory.neurons_WT","Tmem132d"
"97",0,0.396488998554476,0.696,0.38,0,"Excitatory.neurons_WT","Igsf9b"
"98",0,0.395651138131259,0.382,0.132,0,"Excitatory.neurons_WT","BC030499"
"99",0,0.393044140073921,0.65,0.33,0,"Excitatory.neurons_WT","Rhbdl1"
"100",0,0.392684855193025,0.691,0.383,0,"Excitatory.neurons_WT","Etl4"
"101",0,0.391997016062345,0.569,0.268,0,"Excitatory.neurons_WT","Nptxr"
"102",0,0.391193427786453,0.839,0.493,0,"Excitatory.neurons_WT","Pacsin1"
"103",0,0.390628896676729,0.432,0.172,0,"Excitatory.neurons_WT","Slc30a3"
"104",0,0.390249362986355,0.687,0.378,0,"Excitatory.neurons_WT","Rgs7"
"105",0,0.38808694879483,0.717,0.397,0,"Excitatory.neurons_WT","Slc39a10"
"106",0,0.388023854355268,0.87,0.557,0,"Excitatory.neurons_WT","Atp1a1"
"107",0,0.386369522296099,0.55,0.244,0,"Excitatory.neurons_WT","Kcnj9"
"108",0,0.385084724531768,0.528,0.25,0,"Excitatory.neurons_WT","Chsy3"
"109",0,0.384384251893379,0.698,0.368,0,"Excitatory.neurons_WT","Nrgn"
"110",0,0.383702449704602,0.742,0.415,0,"Excitatory.neurons_WT","Dbn1"
"111",0,0.383189754738281,0.772,0.441,0,"Excitatory.neurons_WT","Rbfox2"
"112",0,0.382983842808445,0.843,0.525,0,"Excitatory.neurons_WT","Celf4"
"113",0,0.38269728354743,0.701,0.395,0,"Excitatory.neurons_WT","Kcnq5"
"114",0,0.382373920992244,0.855,0.516,0,"Excitatory.neurons_WT","Unc80"
"115",0,0.382247013202314,0.782,0.447,0,"Excitatory.neurons_WT","Cnksr2"
"116",0,0.38121474002108,0.563,0.267,0,"Excitatory.neurons_WT","Agbl4"
"117",0,0.377368463318304,0.893,0.567,0,"Excitatory.neurons_WT","Scn2a"
"118",0,0.374977279124747,0.62,0.312,0,"Excitatory.neurons_WT","Prrt2"
"119",0,0.374933313730174,0.695,0.378,0,"Excitatory.neurons_WT","Osbpl6"
"120",0,0.374148162396592,0.776,0.435,0,"Excitatory.neurons_WT","Nav3"
"121",0,0.373530166652142,0.788,0.486,0,"Excitatory.neurons_WT","Chgb"
"122",0,0.372042029188832,0.778,0.448,0,"Excitatory.neurons_WT","Kcnq2"
"123",0,0.372006775434118,0.781,0.488,0,"Excitatory.neurons_WT","Gria3"
"124",0,0.371814658653941,0.585,0.296,0,"Excitatory.neurons_WT","Pde4d"
"125",0,0.370908274652052,0.763,0.432,0,"Excitatory.neurons_WT","Add2"
"126",0,0.370768230458767,0.632,0.327,0,"Excitatory.neurons_WT","Syt7"
"127",0,0.370727043310846,0.742,0.42,0,"Excitatory.neurons_WT","Mcf2l"
"128",0,0.370509789201969,0.739,0.417,0,"Excitatory.neurons_WT","Stxbp5l"
"129",0,0.37037792912608,0.866,0.537,0,"Excitatory.neurons_WT","Syp"
"130",0,0.370348290589835,0.646,0.33,0,"Excitatory.neurons_WT","Prickle1"
"131",0,0.369797432987798,0.672,0.383,0,"Excitatory.neurons_WT","Cntn4"
"132",0,0.369051103706497,0.57,0.304,0,"Excitatory.neurons_WT","Garnl3"
"133",0,0.368296070705762,0.974,0.66,0,"Excitatory.neurons_WT","Atp1a3"
"134",0,0.367816818810044,0.843,0.516,0,"Excitatory.neurons_WT","Scn8a"
"135",0,0.36673728114504,0.823,0.499,0,"Excitatory.neurons_WT","9530059O14Rik"
"136",0,0.366689253210279,0.426,0.153,0,"Excitatory.neurons_WT","Mapk11"
"137",0,0.365971397941667,0.543,0.255,0,"Excitatory.neurons_WT","Vwa5b2"
"138",0,0.365756246253008,0.6,0.294,0,"Excitatory.neurons_WT","Cdk14"
"139",0,0.365496342538367,0.665,0.36,0,"Excitatory.neurons_WT","Plk2"
"140",0,0.365477756365288,0.582,0.292,0,"Excitatory.neurons_WT","Ankrd33b"
"141",0,0.362752009798336,0.655,0.356,0,"Excitatory.neurons_WT","D430041D05Rik"
"142",0,0.362428748855997,0.732,0.405,0,"Excitatory.neurons_WT","Camkv"
"143",0,0.362139734655309,0.825,0.525,0,"Excitatory.neurons_WT","Negr1"
"144",0,0.362102447042381,0.943,0.768,0,"Excitatory.neurons_WT","Ptprd"
"145",0,0.36201814924622,0.885,0.566,0,"Excitatory.neurons_WT","Chn1"
"146",0,0.361802238838643,0.628,0.338,0,"Excitatory.neurons_WT","Cacng3"
"147",0,0.361607736716471,0.823,0.528,0,"Excitatory.neurons_WT","Ly6h"
"148",0,0.36013599063236,0.661,0.354,0,"Excitatory.neurons_WT","Gabrg2"
"149",0,0.359761006436953,0.768,0.442,0,"Excitatory.neurons_WT","Cacna1e"
"150",0,0.359743155862173,0.719,0.407,0,"Excitatory.neurons_WT","Sept11"
"151",0,0.359410826250559,0.612,0.312,0,"Excitatory.neurons_WT","Svop"
"152",0,0.358424584559039,0.96,0.677,0,"Excitatory.neurons_WT","Nrxn1"
"153",0,0.357545292717034,0.545,0.253,0,"Excitatory.neurons_WT","Aifm3"
"154",0,0.357529867127939,0.405,0.144,0,"Excitatory.neurons_WT","Satb2"
"155",0,0.356108924557741,0.733,0.422,0,"Excitatory.neurons_WT","Ndrg3"
"156",0,0.355898997906751,0.633,0.334,0,"Excitatory.neurons_WT","Pcnx2"
"157",0,0.355839644979434,0.742,0.438,0,"Excitatory.neurons_WT","Arhgap32"
"158",0,0.35579222278455,0.797,0.48,0,"Excitatory.neurons_WT","Gabrb1"
"159",0,0.355668552031352,0.819,0.494,0,"Excitatory.neurons_WT","Olfm1"
"160",0,0.355602181404059,0.654,0.345,0,"Excitatory.neurons_WT","Raph1"
"161",0,0.35388170132045,0.587,0.305,0,"Excitatory.neurons_WT","Tmem132a"
"162",0,0.35336816684979,0.958,0.708,0,"Excitatory.neurons_WT","AC149090.1"
"163",0,0.353257141041015,0.747,0.433,0,"Excitatory.neurons_WT","Psd3"
"164",0,0.353168736365506,0.532,0.241,0,"Excitatory.neurons_WT","Sez6l"
"165",0,0.353033642913036,0.643,0.339,0,"Excitatory.neurons_WT","Phf24"
"166",0,0.352872390877786,0.462,0.215,0,"Excitatory.neurons_WT","Tmem145"
"167",0,0.350877296632374,0.58,0.284,0,"Excitatory.neurons_WT","Syt16"
"168",0,0.350047025909777,0.676,0.373,0,"Excitatory.neurons_WT","Hook1"
"169",0,0.349915424124585,0.609,0.316,0,"Excitatory.neurons_WT","Fam131a"
"170",0,0.349836984513835,0.413,0.196,0,"Excitatory.neurons_WT","Egr1"
"171",0,0.348301134967313,0.675,0.382,0,"Excitatory.neurons_WT","Bcl11a"
"172",0,0.348019595472016,0.527,0.257,0,"Excitatory.neurons_WT","Adgra1"
"173",0,0.347760734579851,0.785,0.484,0,"Excitatory.neurons_WT","Gria4"
"174",0,0.347457672244974,0.425,0.17,0,"Excitatory.neurons_WT","Kcnv1"
"175",0,0.347120534269899,0.737,0.416,0,"Excitatory.neurons_WT","Celf5"
"176",0,0.347076415398573,0.604,0.333,0,"Excitatory.neurons_WT","Tenm2"
"177",0,0.346726694255662,0.714,0.402,0,"Excitatory.neurons_WT","Rbfox3"
"178",0,0.346709818921085,0.762,0.446,0,"Excitatory.neurons_WT","Cadps"
"179",0,0.346405565033112,0.781,0.485,0,"Excitatory.neurons_WT","Rasal2"
"180",0,0.346376862091355,0.803,0.486,0,"Excitatory.neurons_WT","Tusc3"
"181",0,0.34576442599151,0.338,0.114,0,"Excitatory.neurons_WT","AC129186.1"
"182",0,0.34502522654356,0.782,0.47,0,"Excitatory.neurons_WT","Gabra1"
"183",0,0.344693656488499,0.713,0.407,0,"Excitatory.neurons_WT","Unc13a"
"184",0,0.344685042486074,0.466,0.197,0,"Excitatory.neurons_WT","Nptx1"
"185",0,0.34402687425403,0.821,0.507,0,"Excitatory.neurons_WT","Ptprn"
"186",0,0.34388589512318,0.947,0.645,0,"Excitatory.neurons_WT","Grin2b"
"187",0,0.343293613213036,0.645,0.383,0,"Excitatory.neurons_WT","Nos1ap"
"188",0,0.343165283005778,0.593,0.295,0,"Excitatory.neurons_WT","Ildr2"
"189",0,0.34278041337044,0.591,0.324,0,"Excitatory.neurons_WT","A830018L16Rik"
"190",0,0.342435041574822,0.519,0.265,0,"Excitatory.neurons_WT","Lmo4"
"191",0,0.341986528009984,0.801,0.497,0,"Excitatory.neurons_WT","Tmem181a"
"192",0,0.34171821810559,0.761,0.448,0,"Excitatory.neurons_WT","Vps13a"
"193",0,0.340816549602183,0.777,0.474,0,"Excitatory.neurons_WT","Nvl"
"194",0,0.340013730443952,0.608,0.32,0,"Excitatory.neurons_WT","Reep2"
"195",0,0.338955926524667,0.623,0.351,0,"Excitatory.neurons_WT","Sgcz"
"196",0,0.33887047925767,0.57,0.285,0,"Excitatory.neurons_WT","Tub"
"197",0,0.338681060232187,0.644,0.346,0,"Excitatory.neurons_WT","Gpr162"
"198",0,0.338576910871526,0.455,0.211,0,"Excitatory.neurons_WT","Unc5d"
"199",0,0.338071540101478,0.999,0.888,0,"Excitatory.neurons_WT","Meg3"
"200",0,0.337784382577594,0.794,0.484,0,"Excitatory.neurons_WT","Zcchc18"
"201",0,0.33776746976589,0.439,0.193,0,"Excitatory.neurons_WT","Prkg1"
"202",0,0.337005168401111,0.507,0.24,0,"Excitatory.neurons_WT","Lin7b"
"203",0,0.336764359222483,0.473,0.216,0,"Excitatory.neurons_WT","Slc35f4"
"204",0,0.336732628199772,0.693,0.412,0,"Excitatory.neurons_WT","Homer1"
"205",0,0.336548794439085,0.904,0.594,0,"Excitatory.neurons_WT","Nrxn3"
"206",0,0.335808715193793,0.703,0.404,0,"Excitatory.neurons_WT","Arfgef3"
"207",0,0.335661737528479,0.526,0.263,0,"Excitatory.neurons_WT","Ccl27a"
"208",0,0.335310220827026,0.43,0.173,0,"Excitatory.neurons_WT","1110008P14Rik"
"209",0,0.335291522577559,0.601,0.317,0,"Excitatory.neurons_WT","Syt5"
"210",0,0.335226530873889,0.859,0.564,0,"Excitatory.neurons_WT","Clstn1"
"211",0,0.335098023396386,0.451,0.194,0,"Excitatory.neurons_WT","Kcnt2"
"212",0,0.334767641685807,0.659,0.368,0,"Excitatory.neurons_WT","Samd12"
"213",0,0.334730463181328,0.383,0.143,0,"Excitatory.neurons_WT","Rad51ap2"
"214",0,0.334667281401112,0.996,0.769,0,"Excitatory.neurons_WT","Gria2"
"215",0,0.334320703268437,0.77,0.463,0,"Excitatory.neurons_WT","Npdc1"
"216",0,0.334292471425552,0.659,0.371,0,"Excitatory.neurons_WT","Bsn"
"217",0,0.334250640204232,0.751,0.459,0,"Excitatory.neurons_WT","Large1"
"218",0,0.333868286509733,0.769,0.458,0,"Excitatory.neurons_WT","Slc12a5"
"219",0,0.333779229834131,0.878,0.547,0,"Excitatory.neurons_WT","Myt1l"
"220",0,0.33369239611563,0.611,0.325,0,"Excitatory.neurons_WT","R3hdm2"
"221",0,0.333264618204886,0.737,0.434,0,"Excitatory.neurons_WT","Macrod2"
"222",0,0.333218291078321,0.487,0.227,0,"Excitatory.neurons_WT","Arhgef25"
"223",0,0.332835768218557,0.673,0.381,0,"Excitatory.neurons_WT","Madd"
"224",0,0.332682075486272,0.7,0.407,0,"Excitatory.neurons_WT","Syt4"
"225",0,0.331742918375253,0.589,0.308,0,"Excitatory.neurons_WT","Dync1i1"
"226",0,0.331741567124472,0.647,0.356,0,"Excitatory.neurons_WT","Dgkz"
"227",0,0.331344585285637,0.979,0.755,0,"Excitatory.neurons_WT","Rtn1"
"228",0,0.331106688564575,0.7,0.405,0,"Excitatory.neurons_WT","Tenm4"
"229",0,0.330875701104269,0.549,0.279,0,"Excitatory.neurons_WT","Gm27000"
"230",0,0.330822357645691,0.535,0.28,0,"Excitatory.neurons_WT","A230006K03Rik"
"231",0,0.330084462978505,0.668,0.379,0,"Excitatory.neurons_WT","Arhgap20"
"232",0,0.329806446060566,0.677,0.379,0,"Excitatory.neurons_WT","Tspan13"
"233",0,0.32965069982772,0.716,0.42,0,"Excitatory.neurons_WT","Mapk10"
"234",0,0.329452022416586,0.54,0.267,0,"Excitatory.neurons_WT","Plppr2"
"235",0,0.329191953218728,0.698,0.405,0,"Excitatory.neurons_WT","Lrrfip1"
"236",0,0.328989629438586,0.698,0.402,0,"Excitatory.neurons_WT","Snph"
"237",0,0.328513990369769,0.544,0.269,0,"Excitatory.neurons_WT","Csmd2"
"238",0,0.327323301893804,0.419,0.183,0,"Excitatory.neurons_WT","Grm8"
"239",0,0.327068966432716,0.728,0.434,0,"Excitatory.neurons_WT","Sun1"
"240",0,0.327038197978863,0.373,0.145,0,"Excitatory.neurons_WT","Cadps2"
"241",0,0.326781631787087,0.602,0.325,0,"Excitatory.neurons_WT","Celf3"
"242",0,0.326672252465636,0.419,0.184,0,"Excitatory.neurons_WT","Rab26"
"243",0,0.325886666570273,0.449,0.195,0,"Excitatory.neurons_WT","Gpr22"
"244",0,0.325627443288989,0.653,0.366,0,"Excitatory.neurons_WT","Cers6"
"245",0,0.323769508637453,0.793,0.495,0,"Excitatory.neurons_WT","Chka"
"246",0,0.323547569391247,0.553,0.294,0,"Excitatory.neurons_WT","Kcnh1"
"247",0,0.323312717360597,0.663,0.372,0,"Excitatory.neurons_WT","Cstf3"
"248",0,0.323194716978165,0.46,0.205,0,"Excitatory.neurons_WT","Sphkap"
"249",0,0.323043932235368,0.457,0.202,0,"Excitatory.neurons_WT","Unc13b"
"250",0,0.323017493885709,0.872,0.559,0,"Excitatory.neurons_WT","C230004F18Rik"
"251",0,0.32253108372164,0.497,0.269,0,"Excitatory.neurons_WT","Brinp3"
"252",0,0.322122991287911,0.686,0.398,0,"Excitatory.neurons_WT","Slc6a17"
"253",0,0.322105286131104,0.611,0.327,0,"Excitatory.neurons_WT","Mrpl41"
"254",0,0.320802392980343,0.657,0.371,0,"Excitatory.neurons_WT","Gabrb2"
"255",0,0.32077176105097,0.622,0.342,0,"Excitatory.neurons_WT","Spata7"
"256",0,0.320283915653177,0.85,0.553,0,"Excitatory.neurons_WT","Gls"
"257",0,0.320070255624489,0.522,0.281,0,"Excitatory.neurons_WT","Prkcg"
"258",0,0.320068625172269,0.655,0.375,0,"Excitatory.neurons_WT","Cap2"
"259",0,0.319718516161252,0.592,0.31,0,"Excitatory.neurons_WT","Adgrb2"
"260",0,0.319634516880494,0.776,0.479,0,"Excitatory.neurons_WT","Soga3"
"261",0,0.319293699232124,0.368,0.128,0,"Excitatory.neurons_WT","Fhl2"
"262",0,0.318833534956567,0.633,0.344,0,"Excitatory.neurons_WT","Cnrip1"
"263",0,0.316932774151652,0.737,0.443,0,"Excitatory.neurons_WT","Pfkp"
"264",0,0.315606544911465,0.568,0.287,0,"Excitatory.neurons_WT","Ly6e"
"265",0,0.315495146797082,0.836,0.531,0,"Excitatory.neurons_WT","Adgrb3"
"266",0,0.315302764797051,0.754,0.462,0,"Excitatory.neurons_WT","Rims2"
"267",0,0.315222337476001,0.547,0.275,0,"Excitatory.neurons_WT","Srrm4"
"268",0,0.31510217595845,0.619,0.344,0,"Excitatory.neurons_WT","Dennd6b"
"269",0,0.314602906319863,0.929,0.643,0,"Excitatory.neurons_WT","Dlg2"
"270",0,0.314508009868891,0.458,0.218,0,"Excitatory.neurons_WT","Dkk3"
"271",0,0.314099505011215,0.733,0.442,0,"Excitatory.neurons_WT","Ttc19"
"272",0,0.313095289762201,0.47,0.218,0,"Excitatory.neurons_WT","Gfra4"
"273",0,0.312797394645576,0.626,0.348,0,"Excitatory.neurons_WT","Dmtn"
"274",0,0.312779276491362,0.746,0.468,0,"Excitatory.neurons_WT","Fut9"
"275",0,0.312753986917498,0.895,0.607,0,"Excitatory.neurons_WT","Atp2b2"
"276",0,0.312726359460076,0.547,0.282,0,"Excitatory.neurons_WT","Btbd10"
"277",0,0.312534118552588,0.539,0.27,0,"Excitatory.neurons_WT","Nrg3"
"278",0,0.311737654514291,0.488,0.251,0,"Excitatory.neurons_WT","Epha10"
"279",0,0.311501725850749,0.576,0.305,0,"Excitatory.neurons_WT","Disp2"
"280",0,0.311407667488951,0.545,0.281,0,"Excitatory.neurons_WT","Exd2"
"281",0,0.310434185688711,0.731,0.445,0,"Excitatory.neurons_WT","Ptprn2"
"282",0,0.31030427404446,0.389,0.161,0,"Excitatory.neurons_WT","Necab3"
"283",0,0.310183314602475,0.676,0.387,0,"Excitatory.neurons_WT","Cers4"
"284",0,0.309491650186105,0.827,0.508,0,"Excitatory.neurons_WT","Camk2b"
"285",0,0.309369264035196,0.748,0.448,0,"Excitatory.neurons_WT","Grm7"
"286",0,0.30932533686257,0.687,0.402,0,"Excitatory.neurons_WT","Lztr1"
"287",0,0.309205696193261,0.717,0.426,0,"Excitatory.neurons_WT","Unc79"
"288",0,0.308296199409639,0.481,0.232,0,"Excitatory.neurons_WT","D130043K22Rik"
"289",0,0.308013955105169,0.331,0.126,0,"Excitatory.neurons_WT","Scube1"
"290",0,0.307750318521565,0.411,0.186,0,"Excitatory.neurons_WT","Grasp"
"291",0,0.306819462476308,0.74,0.435,0,"Excitatory.neurons_WT","Ptpn5"
"292",0,0.306691795635689,0.671,0.393,0,"Excitatory.neurons_WT","Camkk2"
"293",0,0.30587995551765,0.698,0.419,0,"Excitatory.neurons_WT","Lnpk"
"294",0,0.305875013012083,0.573,0.311,0,"Excitatory.neurons_WT","Ica1"
"295",0,0.305663667512499,0.862,0.575,0,"Excitatory.neurons_WT","Sptan1"
"296",0,0.305089153253922,0.555,0.297,0,"Excitatory.neurons_WT","Rogdi"
"297",0,0.304453180907075,0.572,0.305,0,"Excitatory.neurons_WT","Cpeb1"
"298",0,0.304351841579191,0.733,0.463,0,"Excitatory.neurons_WT","Asap1"
"299",0,0.304224849591902,0.615,0.348,0,"Excitatory.neurons_WT","Trim46"
"300",0,0.303384760290868,0.636,0.369,0,"Excitatory.neurons_WT","Brd9"
"301",0,0.303163009654218,0.79,0.501,0,"Excitatory.neurons_WT","Trim9"
"302",0,0.302874222179417,0.71,0.424,0,"Excitatory.neurons_WT","Csrnp3"
"303",0,0.302560211024389,0.582,0.314,0,"Excitatory.neurons_WT","Jakmip2"
"304",0,0.302551838981284,0.555,0.293,0,"Excitatory.neurons_WT","Usp46"
"305",0,0.302164267993297,0.689,0.41,0,"Excitatory.neurons_WT","Ppp2r2b"
"306",0,0.302068157780913,0.32,0.139,0,"Excitatory.neurons_WT","Junb"
"307",0,0.302027174277901,0.611,0.342,0,"Excitatory.neurons_WT","Prickle2"
"308",0,0.301801865887513,0.708,0.436,0,"Excitatory.neurons_WT","Rasgrf1"
"309",0,0.301762041245175,0.748,0.462,0,"Excitatory.neurons_WT","Dnm1"
"310",0,0.30125463594998,0.762,0.474,0,"Excitatory.neurons_WT","Timm9"
"311",0,0.301199903434655,0.694,0.409,0,"Excitatory.neurons_WT","Cacna1a"
"312",0,0.300785875935955,0.455,0.216,0,"Excitatory.neurons_WT","Plekhg5"
"313",0,0.300650224438263,0.694,0.399,0,"Excitatory.neurons_WT","Dlg1"
"314",0,0.300642647364404,0.593,0.34,0,"Excitatory.neurons_WT","Chga"
"315",0,0.299881691892502,0.902,0.617,0,"Excitatory.neurons_WT","Map1b"
"316",0,0.299867530703827,0.558,0.294,0,"Excitatory.neurons_WT","Pcdh1"
